Subject name,
Gender,Male
Age,0
Comment,
Weather,
Temperature(F),
Pressure(hPa),
Humidity(%),
Measurement location,
Experimenter name,
Baud Rate,9600
Channel interval time (msec),122
Round interval time (sec),1
Round repeats number,2099
Total channels number got data,1
Start time,5/7/2025 11:26:02 AM
End time,5/7/2025 12:01:00 PM

BP(uA),,CH01
No,Time (hr:min:sec),LeftLU,Event messages
1136,0:18:56,5
1137,0:18:57,5
1138,0:18:58,6
1139,0:18:59,5
1140,0:19:00,6
1141,0:19:01,6
1142,0:19:02,6
1143,0:19:03,6
1144,0:19:04,5
1145,0:19:05,6
1146,0:19:06,6
1147,0:19:07,6
1148,0:19:08,6
1149,0:19:09,6
1150,0:19:10,6
1151,0:19:11,5
1152,0:19:12,6
1153,0:19:13,6
1154,0:19:14,5
1155,0:19:15,6
1156,0:19:16,6
1157,0:19:17,6
1158,0:19:18,6
1159,0:19:19,6
1160,0:19:20,5
1161,0:19:21,6
1162,0:19:22,6
1163,0:19:23,6
1164,0:19:24,6
1165,0:19:25,6
1166,0:19:26,6
1167,0:19:27,6
1168,0:19:28,6
1169,0:19:29,6
1170,0:19:30,6
1171,0:19:31,6
1172,0:19:32,6
1173,0:19:33,5
1174,0:19:34,6
1175,0:19:35,6
1176,0:19:36,6
1177,0:19:37,6
1178,0:19:38,6
1179,0:19:39,6
1180,0:19:40,6
1181,0:19:41,6
1182,0:19:42,6
1183,0:19:43,6
1184,0:19:44,6
1185,0:19:45,6
1186,0:19:46,6
1187,0:19:47,6
1188,0:19:48,6
1189,0:19:49,6
1190,0:19:50,6
1191,0:19:51,6
1192,0:19:52,6
1193,0:19:53,6
1194,0:19:54,6
1195,0:19:55,6
1196,0:19:56,6
1197,0:19:57,6
1198,0:19:58,6
1199,0:19:59,6
1200,0:20:00,6
1201,0:20:01,6
1202,0:20:02,6
1203,0:20:03,6
1204,0:20:04,6
1205,0:20:05,6
1206,0:20:06,6
1207,0:20:07,6
1208,0:20:08,6
1209,0:20:09,6
1210,0:20:10,6
1211,0:20:11,6
1212,0:20:12,6
1213,0:20:13,6
1214,0:20:14,6
1215,0:20:15,6
1216,0:20:16,6
1217,0:20:17,6
1218,0:20:18,6
1219,0:20:19,6
1220,0:20:20,6
1221,0:20:21,6
1222,0:20:22,6
1223,0:20:23,6
1224,0:20:24,6
1225,0:20:25,5
1226,0:20:26,5
1227,0:20:27,6
1228,0:20:28,6
1229,0:20:29,6
1230,0:20:30,6
1231,0:20:31,6
1232,0:20:32,6
1233,0:20:33,6
1234,0:20:34,6
1235,0:20:35,6
1236,0:20:36,6
1237,0:20:37,6
1238,0:20:38,6
1239,0:20:39,6
1240,0:20:40,6
1241,0:20:41,6
1242,0:20:42,6
1243,0:20:43,6
1244,0:20:44,6
1245,0:20:45,6
1246,0:20:46,6
1247,0:20:47,6
1248,0:20:48,6
1249,0:20:49,6
1250,0:20:50,6
1251,0:20:51,6
1252,0:20:52,6
1253,0:20:53,6
1254,0:20:54,6
1255,0:20:55,6
1256,0:20:56,6
1257,0:20:57,6
1258,0:20:58,6
1259,0:20:59,6
1260,0:21:00,6
1261,0:21:01,6
1262,0:21:02,6
1263,0:21:03,6
1264,0:21:04,6
1265,0:21:05,6
1266,0:21:06,6
1267,0:21:07,6
1268,0:21:08,6
1269,0:21:09,6
1270,0:21:10,6
1271,0:21:11,6
1272,0:21:12,6
1273,0:21:13,6
1274,0:21:14,6
1275,0:21:15,6
1276,0:21:16,6
1277,0:21:17,6
1278,0:21:18,6
1279,0:21:19,6
1280,0:21:20,6
1281,0:21:21,6
1282,0:21:22,6
1283,0:21:23,6
1284,0:21:24,6
1285,0:21:25,6
1286,0:21:26,6
1287,0:21:27,6
1288,0:21:28,6
1289,0:21:29,6
1290,0:21:30,6
1291,0:21:31,6
1292,0:21:32,6
1293,0:21:33,6
1294,0:21:34,6
1295,0:21:35,6
1296,0:21:36,6
1297,0:21:37,6
1298,0:21:38,6
1299,0:21:39,6
1300,0:21:40,6
1301,0:21:41,6
1302,0:21:42,6
1303,0:21:43,6
1304,0:21:44,6
1305,0:21:45,6
1306,0:21:46,6
1307,0:21:47,6
1308,0:21:48,6
1309,0:21:49,6
1310,0:21:50,6
1311,0:21:51,6
1312,0:21:52,6
1313,0:21:53,6
1314,0:21:54,6
1315,0:21:55,6
1316,0:21:56,6
1317,0:21:57,6
1318,0:21:58,6
1319,0:21:59,6
1320,0:22:00,6
1321,0:22:01,6
1322,0:22:02,6
1323,0:22:03,6
1324,0:22:04,6
1325,0:22:05,6
1326,0:22:06,5
1327,0:22:07,6
1328,0:22:08,6
1329,0:22:09,6
1330,0:22:10,5
1331,0:22:11,6
1332,0:22:12,6
1333,0:22:13,6
1334,0:22:14,6
1335,0:22:15,6
1336,0:22:16,6
1337,0:22:17,6
1338,0:22:18,6
1339,0:22:19,6
1340,0:22:20,6
1341,0:22:21,6
1342,0:22:22,6
1343,0:22:23,6
1344,0:22:24,6
1345,0:22:25,6
1346,0:22:26,6
1347,0:22:27,6
1348,0:22:28,6
1349,0:22:29,6
1350,0:22:30,6
1351,0:22:31,6
1352,0:22:32,6
1353,0:22:33,6
1354,0:22:34,6
1355,0:22:35,6
1356,0:22:36,6
1357,0:22:37,6
1358,0:22:38,6
1359,0:22:39,5
1360,0:22:40,6
1361,0:22:41,6
1362,0:22:42,6
1363,0:22:43,6
1364,0:22:44,6
1365,0:22:45,6
1366,0:22:46,6
1367,0:22:47,6
1368,0:22:48,6
1369,0:22:49,6
1370,0:22:50,6
1371,0:22:51,6
1372,0:22:52,6
1373,0:22:53,6
1374,0:22:54,6
1375,0:22:55,6
1376,0:22:56,6
1377,0:22:57,6
1378,0:22:58,6
1379,0:22:59,6
1380,0:23:00,6
1381,0:23:01,6
1382,0:23:02,6
1383,0:23:03,6
1384,0:23:04,6
1385,0:23:05,5
1386,0:23:06,6
1387,0:23:07,6
1388,0:23:08,6
1389,0:23:09,6
1390,0:23:10,6
1391,0:23:11,6
1392,0:23:12,6
1393,0:23:13,6
1394,0:23:14,6
1395,0:23:15,6
1396,0:23:16,6
1397,0:23:17,5
1398,0:23:18,6
1399,0:23:19,5
1400,0:23:20,6
1401,0:23:21,6
1402,0:23:22,6
1403,0:23:23,6
1404,0:23:24,6
1405,0:23:25,6
1406,0:23:26,6
1407,0:23:27,6
1408,0:23:28,6
1409,0:23:29,6
1410,0:23:30,5
1411,0:23:31,6
1412,0:23:32,6
1413,0:23:33,6
1414,0:23:34,6
1415,0:23:35,6
1416,0:23:36,6
1417,0:23:37,6
1418,0:23:38,6
1419,0:23:39,6
1420,0:23:40,6
1421,0:23:41,6
1422,0:23:42,6
1423,0:23:43,6
1424,0:23:44,6
1425,0:23:45,6
1426,0:23:46,6
1427,0:23:47,6
1428,0:23:48,6
1429,0:23:49,6
1430,0:23:50,6
1431,0:23:51,6
1432,0:23:52,6
1433,0:23:53,6
1434,0:23:54,6
1435,0:23:55,6
1436,0:23:56,6
1437,0:23:57,6
1438,0:23:58,6
1439,0:23:59,6
1440,0:24:00,6
1441,0:24:01,6
1442,0:24:02,6
1443,0:24:03,6
1444,0:24:04,6
1445,0:24:05,6
1446,0:24:06,6
1447,0:24:07,6
1448,0:24:08,6
1449,0:24:09,6
1450,0:24:10,6
1451,0:24:11,6
1452,0:24:12,6
1453,0:24:13,6
1454,0:24:14,6
1455,0:24:15,6
1456,0:24:16,6
1457,0:24:17,6
1458,0:24:18,6
1459,0:24:19,6
1460,0:24:20,6
1461,0:24:21,6
1462,0:24:22,6
1463,0:24:23,6
1464,0:24:24,6
1465,0:24:25,6
1466,0:24:26,6
1467,0:24:27,6
1468,0:24:28,6
1469,0:24:29,6
1470,0:24:30,6
1471,0:24:31,6
1472,0:24:32,6
1473,0:24:33,6
1474,0:24:34,6
1475,0:24:35,6
1476,0:24:36,6
1477,0:24:37,6
1478,0:24:38,6
1479,0:24:39,6
1480,0:24:40,6
1481,0:24:41,6
1482,0:24:42,6
1483,0:24:43,6
1484,0:24:44,6
1485,0:24:45,6
1486,0:24:46,6
1487,0:24:47,6
1488,0:24:48,6
1489,0:24:49,6
1490,0:24:50,6
1491,0:24:51,6
1492,0:24:52,6
1493,0:24:53,6
1494,0:24:54,6
1495,0:24:55,6
1496,0:24:56,6
1497,0:24:57,6
1498,0:24:58,6
1499,0:24:59,7
1500,0:25:00,6
1501,0:25:01,6
1502,0:25:02,6
1503,0:25:03,6
1504,0:25:04,6
1505,0:25:05,6
1506,0:25:06,6
1507,0:25:07,6
1508,0:25:08,6
1509,0:25:09,6
1510,0:25:10,6
1511,0:25:11,6
1512,0:25:12,6
1513,0:25:13,6
1514,0:25:14,6
1515,0:25:15,6
1516,0:25:16,6
1517,0:25:17,6
1518,0:25:18,6
1519,0:25:19,6
1520,0:25:20,6
1521,0:25:21,6
1522,0:25:22,6
1523,0:25:23,6
1524,0:25:24,6
1525,0:25:25,6
1526,0:25:26,6
1527,0:25:27,6
1528,0:25:28,6
1529,0:25:29,6
1530,0:25:30,6
1531,0:25:31,6
1532,0:25:32,6
1533,0:25:33,6
1534,0:25:34,6
1535,0:25:35,6
1536,0:25:36,6
1537,0:25:37,6
1538,0:25:38,6
1539,0:25:39,5
1540,0:25:40,6
1541,0:25:41,6
1542,0:25:42,6
1543,0:25:43,6
1544,0:25:44,6
1545,0:25:45,6
1546,0:25:46,6
1547,0:25:47,6
1548,0:25:48,6
1549,0:25:49,6
1550,0:25:50,6
1551,0:25:51,6
1552,0:25:52,6
1553,0:25:53,6
1554,0:25:54,6
1555,0:25:55,6
1556,0:25:56,6
1557,0:25:57,6
1558,0:25:58,6
1559,0:25:59,6
1560,0:26:00,6
1561,0:26:01,6
1562,0:26:02,6
1563,0:26:03,6
1564,0:26:04,6
1565,0:26:05,6
1566,0:26:06,6
1567,0:26:07,6
1568,0:26:08,6
1569,0:26:09,6
1570,0:26:10,6
1571,0:26:11,6
1572,0:26:12,6
1573,0:26:13,6
1574,0:26:14,6
1575,0:26:15,6
1576,0:26:16,6
1577,0:26:17,6
1578,0:26:18,6
1579,0:26:19,6
1580,0:26:20,6
1581,0:26:21,6
1582,0:26:22,6
1583,0:26:23,6
1584,0:26:24,6
1585,0:26:25,6
1586,0:26:26,6
1587,0:26:27,6
1588,0:26:28,6
1589,0:26:29,6
1590,0:26:30,6
1591,0:26:31,6
1592,0:26:32,6
1593,0:26:33,6
1594,0:26:34,6
1595,0:26:35,6
1596,0:26:36,6
1597,0:26:37,6
1598,0:26:38,6
1599,0:26:39,6
1600,0:26:40,6
1601,0:26:41,6
1602,0:26:42,6
1603,0:26:43,6
1604,0:26:44,6
1605,0:26:45,6
1606,0:26:46,6
1607,0:26:47,6
1608,0:26:48,6
1609,0:26:49,6
1610,0:26:50,6
1611,0:26:51,6
1612,0:26:52,6
1613,0:26:53,6
1614,0:26:54,6
1615,0:26:55,6
1616,0:26:56,6
1617,0:26:57,6
1618,0:26:58,6
1619,0:26:59,6
1620,0:27:00,6
1621,0:27:01,6
1622,0:27:02,6
1623,0:27:03,6
1624,0:27:04,6
1625,0:27:05,6
1626,0:27:06,6
1627,0:27:07,6
1628,0:27:08,6
1629,0:27:09,6
1630,0:27:10,6
1631,0:27:11,6
1632,0:27:12,6
1633,0:27:13,6
1634,0:27:14,6
1635,0:27:15,6
1636,0:27:16,6
1637,0:27:17,6
1638,0:27:18,6
1639,0:27:19,6
1640,0:27:20,6
1641,0:27:21,6
1642,0:27:22,6
1643,0:27:23,6
1644,0:27:24,6
1645,0:27:25,6
1646,0:27:26,6
1647,0:27:27,6
1648,0:27:28,6
1649,0:27:29,6
1650,0:27:30,6
1651,0:27:31,6
1652,0:27:32,6
1653,0:27:33,6
1654,0:27:34,6
1655,0:27:35,6
1656,0:27:36,6
1657,0:27:37,6
1658,0:27:38,6
1659,0:27:39,6
1660,0:27:40,6
1661,0:27:41,6
1662,0:27:42,6
1663,0:27:43,6
1664,0:27:44,6
1665,0:27:45,6
1666,0:27:46,6
1667,0:27:47,6
1668,0:27:48,6
1669,0:27:49,6
1670,0:27:50,6
1671,0:27:51,6
1672,0:27:52,6
1673,0:27:53,6
1674,0:27:54,6
1675,0:27:55,6
1676,0:27:56,6
1677,0:27:57,6
1678,0:27:58,6
1679,0:27:59,6
1680,0:28:00,6
1681,0:28:01,6
1682,0:28:02,6
1683,0:28:03,6
1684,0:28:04,6
1685,0:28:05,6
1686,0:28:06,6
1687,0:28:07,6
1688,0:28:08,6
1689,0:28:09,6
1690,0:28:10,6
1691,0:28:11,6
1692,0:28:12,6
1693,0:28:13,6
1694,0:28:14,6
1695,0:28:15,6
1696,0:28:16,6
1697,0:28:17,6
1698,0:28:18,6
1699,0:28:19,6
1700,0:28:20,6
1701,0:28:21,6
1702,0:28:22,6
1703,0:28:23,6
1704,0:28:24,6
1705,0:28:25,6
1706,0:28:26,6
1707,0:28:27,6
1708,0:28:28,6
1709,0:28:29,6
1710,0:28:30,6
1711,0:28:31,6
1712,0:28:32,6
1713,0:28:33,6
1714,0:28:34,6
1715,0:28:35,6
1716,0:28:36,6
1717,0:28:37,6
1718,0:28:38,6
1719,0:28:39,6
1720,0:28:40,6
1721,0:28:41,6
1722,0:28:42,6
1723,0:28:43,6
1724,0:28:44,6
1725,0:28:45,6
1726,0:28:46,6
1727,0:28:47,6
1728,0:28:48,6
1729,0:28:49,6
1730,0:28:50,6
1731,0:28:51,6
1732,0:28:52,6
1733,0:28:53,6
1734,0:28:54,6
1735,0:28:55,6
1736,0:28:56,6
1737,0:28:57,6
1738,0:28:58,6
1739,0:28:59,6
1740,0:29:00,6
1741,0:29:01,6
1742,0:29:02,6
1743,0:29:03,6
1744,0:29:04,6
1745,0:29:05,6
1746,0:29:06,6
1747,0:29:07,6
1748,0:29:08,6
1749,0:29:09,6
1750,0:29:10,6
1751,0:29:11,6
1752,0:29:12,6
1753,0:29:13,6
1754,0:29:14,6
1755,0:29:15,6
1756,0:29:16,6
1757,0:29:17,6
1758,0:29:18,6
1759,0:29:19,6
1760,0:29:20,6
1761,0:29:21,6
1762,0:29:22,6
1763,0:29:23,6
1764,0:29:24,6
1765,0:29:25,6
1766,0:29:26,6
1767,0:29:27,6
1768,0:29:28,6
1769,0:29:29,6
1770,0:29:30,6
1771,0:29:31,6
1772,0:29:32,6
1773,0:29:33,6
1774,0:29:34,6
1775,0:29:35,6
1776,0:29:36,6
1777,0:29:37,6
1778,0:29:38,6
1779,0:29:39,6
1780,0:29:40,6
1781,0:29:41,6
1782,0:29:42,6
1783,0:29:43,6
1784,0:29:44,6
1785,0:29:45,6
1786,0:29:46,6
1787,0:29:47,6
1788,0:29:48,6
1789,0:29:49,6
1790,0:29:50,6
1791,0:29:51,6
1792,0:29:52,6
1793,0:29:53,6
1794,0:29:54,6
1795,0:29:55,6
1796,0:29:56,6
1797,0:29:57,6
1798,0:29:58,6
1799,0:29:59,6
1800,0:30:00,6
1801,0:30:01,6
1802,0:30:02,6
1803,0:30:03,6
1804,0:30:04,6
1805,0:30:05,6
1806,0:30:06,6
1807,0:30:07,6
1808,0:30:08,6
1809,0:30:09,6
1810,0:30:10,6
1811,0:30:11,6
1812,0:30:12,6
1813,0:30:13,6
1814,0:30:14,6
1815,0:30:15,6
1816,0:30:16,6
1817,0:30:17,5
1818,0:30:18,6
1819,0:30:19,6
1820,0:30:20,6
1821,0:30:21,6
1822,0:30:22,6
1823,0:30:23,6
1824,0:30:24,6
1825,0:30:25,6
1826,0:30:26,6
1827,0:30:27,6
1828,0:30:28,6
1829,0:30:29,6
1830,0:30:30,6
1831,0:30:31,6
1832,0:30:32,6
1833,0:30:33,6
1834,0:30:34,6
1835,0:30:35,6
1836,0:30:36,6
1837,0:30:37,6
1838,0:30:38,6
1839,0:30:39,6
1840,0:30:40,6
1841,0:30:41,6
1842,0:30:42,6
1843,0:30:43,6
1844,0:30:44,6
1845,0:30:45,6
1846,0:30:46,6
1847,0:30:47,6
1848,0:30:48,6
1849,0:30:49,6
1850,0:30:50,6
1851,0:30:51,6
1852,0:30:52,6
1853,0:30:53,6
1854,0:30:54,6
1855,0:30:55,6
1856,0:30:56,6
1857,0:30:57,6
1858,0:30:58,6
1859,0:30:59,6
1860,0:31:00,6
1861,0:31:01,6
1862,0:31:02,6
1863,0:31:03,6
1864,0:31:04,6
1865,0:31:05,6
1866,0:31:06,6
1867,0:31:07,6
1868,0:31:08,6
1869,0:31:09,6
1870,0:31:10,6
1871,0:31:11,6
1872,0:31:12,6
1873,0:31:13,6
1874,0:31:14,6
1875,0:31:15,6
1876,0:31:16,6
1877,0:31:17,6
1878,0:31:18,6
1879,0:31:19,6
1880,0:31:20,6
1881,0:31:21,6
1882,0:31:22,6
1883,0:31:23,6
1884,0:31:24,6
1885,0:31:25,6
1886,0:31:26,6
1887,0:31:27,6
1888,0:31:28,6
1889,0:31:29,6
1890,0:31:30,6
1891,0:31:31,6
1892,0:31:32,6
1893,0:31:33,6
1894,0:31:34,6
1895,0:31:35,6
1896,0:31:36,6
1897,0:31:37,6
1898,0:31:38,6
1899,0:31:39,6
1900,0:31:40,6
1901,0:31:41,6
1902,0:31:42,6
1903,0:31:43,6
1904,0:31:44,6
1905,0:31:45,6
1906,0:31:46,6
1907,0:31:47,6
1908,0:31:48,6
1909,0:31:49,6
1910,0:31:50,6
1911,0:31:51,6
1912,0:31:52,6
1913,0:31:53,6
1914,0:31:54,6
1915,0:31:55,6
1916,0:31:56,6
1917,0:31:57,6
1918,0:31:58,6
1919,0:31:59,6
1920,0:32:00,6
1921,0:32:01,6
1922,0:32:02,6
1923,0:32:03,6
1924,0:32:04,6
1925,0:32:05,6
1926,0:32:06,6
1927,0:32:07,6
1928,0:32:08,6
1929,0:32:09,6
1930,0:32:10,6
1931,0:32:11,6
1932,0:32:12,6
1933,0:32:13,6
1934,0:32:14,6
1935,0:32:15,6
1936,0:32:16,6
1937,0:32:17,6
1938,0:32:18,6
1939,0:32:19,6
1940,0:32:20,6
1941,0:32:21,6
1942,0:32:22,6
1943,0:32:23,6
1944,0:32:24,6
1945,0:32:25,6
1946,0:32:26,6
1947,0:32:27,6
1948,0:32:28,6
1949,0:32:29,6
1950,0:32:30,6
1951,0:32:31,6
1952,0:32:32,6
1953,0:32:33,6
1954,0:32:34,6
1955,0:32:35,6
1956,0:32:36,6
1957,0:32:37,6
1958,0:32:38,6
1959,0:32:39,6
1960,0:32:40,6
1961,0:32:41,6
1962,0:32:42,6
1963,0:32:43,6
1964,0:32:44,6
1965,0:32:45,6
1966,0:32:46,6
1967,0:32:47,6
1968,0:32:48,6
1969,0:32:49,6
1970,0:32:50,6
1971,0:32:51,6
1972,0:32:52,6
1973,0:32:53,6
1974,0:32:54,6
1975,0:32:55,6
1976,0:32:56,6
1977,0:32:57,6
1978,0:32:58,6
1979,0:32:59,6
1980,0:33:00,6
1981,0:33:01,6
1982,0:33:02,6
1983,0:33:03,6
1984,0:33:04,6
1985,0:33:05,6
1986,0:33:06,6
1987,0:33:07,6
1988,0:33:08,6
1989,0:33:09,6
1990,0:33:10,6
1991,0:33:11,6
1992,0:33:12,6
1993,0:33:13,6
1994,0:33:14,6
1995,0:33:15,6
1996,0:33:16,6
1997,0:33:17,6
1998,0:33:18,6
1999,0:33:19,6
2000,0:33:20,6
2001,0:33:21,6
2002,0:33:22,6
2003,0:33:23,6
2004,0:33:24,6
2005,0:33:25,6
2006,0:33:26,6
2007,0:33:27,6
2008,0:33:28,6
2009,0:33:29,6
2010,0:33:30,6
2011,0:33:31,6
2012,0:33:32,6
2013,0:33:33,6
2014,0:33:34,6
2015,0:33:35,6
2016,0:33:36,6
2017,0:33:37,6
2018,0:33:38,6
2019,0:33:39,6
2020,0:33:40,6
2021,0:33:41,6
2022,0:33:42,6
2023,0:33:43,6
2024,0:33:44,6
2025,0:33:45,6
2026,0:33:46,6
2027,0:33:47,6
2028,0:33:48,6
2029,0:33:49,6
2030,0:33:50,6
2031,0:33:51,6
2032,0:33:52,6
2033,0:33:53,6
2034,0:33:54,6
2035,0:33:55,6
2036,0:33:56,6
2037,0:33:57,6
2038,0:33:58,6
2039,0:33:59,6
2040,0:34:00,6
2041,0:34:01,6
2042,0:34:02,6
2043,0:34:03,6
2044,0:34:04,6
2045,0:34:05,6
2046,0:34:06,6
2047,0:34:07,6
2048,0:34:08,6
2049,0:34:09,6
2050,0:34:10,6
2051,0:34:11,6
2052,0:34:12,6
2053,0:34:13,6
2054,0:34:14,7
2055,0:34:15,6
2056,0:34:16,7
2057,0:34:17,7
2058,0:34:18,6
2059,0:34:19,7
2060,0:34:20,6
2061,0:34:21,7
2062,0:34:22,7
2063,0:34:23,6
2064,0:34:24,6
2065,0:34:25,6
2066,0:34:26,6
2067,0:34:27,6
2068,0:34:28,6
2069,0:34:29,7
2070,0:34:30,6
2071,0:34:31,0
2072,0:34:32,4
2073,0:34:33,4
2074,0:34:34,0
2075,0:34:35,0
2076,0:34:36,7
2077,0:34:37,0
2078,0:34:38,0
2079,0:34:39,0
2080,0:34:40,0
2081,0:34:41,0
2082,0:34:42,0
2083,0:34:43,5
2084,0:34:44,0
2085,0:34:45,8
2086,0:34:46,0
2087,0:34:47,4
2088,0:34:48,8
2089,0:34:49,0
2090,0:34:50,14
2091,0:34:51,4
2092,0:34:52,20
2093,0:34:53,9
2094,0:34:54,0
2095,0:34:55,23
2096,0:34:56,17
2097,0:34:57,0
2098,0:34:58,0
