Subject name,
Gender,Male
Age,0
Comment,
Weather,
Temperature(F),
Pressure(hPa),
Humidity(%),
Measurement location,
Experimenter name,
Baud Rate,9600
Channel interval time (msec),122
Round interval time (sec),1
Round repeats number,2099
Total channels number got data,1
Start time,5/7/2025 11:26:02 AM
End time,5/7/2025 12:01:00 PM

BP(uA),,CH01
No,Time (hr:min:sec),LeftLU,Event messages
1233,0:20:33,2302
1234,0:20:34,2299
1235,0:20:35,2299
1236,0:20:36,2300
1237,0:20:37,2308
1238,0:20:38,2272
1239,0:20:39,2263
1240,0:20:40,2275
1241,0:20:41,2279
1242,0:20:42,2242
1243,0:20:43,2273
1244,0:20:44,2294
1245,0:20:45,2307
1246,0:20:46,2296
1247,0:20:47,2299
1248,0:20:48,2297
1249,0:20:49,2260
1250,0:20:50,2278
1251,0:20:51,2271
1252,0:20:52,2262
1253,0:20:53,2260
1254,0:20:54,2243
1255,0:20:55,2275
1256,0:20:56,2289
1257,0:20:57,2294
1258,0:20:58,2307
1259,0:20:59,2299
1260,0:21:00,2311
1261,0:21:01,2291
1262,0:21:02,2247
1263,0:21:03,2252
1264,0:21:04,2259
1265,0:21:05,2275
1266,0:21:06,2267
1267,0:21:07,2284
1268,0:21:08,2289
1269,0:21:09,2308
1270,0:21:10,2308
1271,0:21:11,2310
1272,0:21:12,2311
1273,0:21:13,2295
1274,0:21:14,2289
1275,0:21:15,2251
1276,0:21:16,2273
1277,0:21:17,2264
1278,0:21:18,2302
1279,0:21:19,2264
1280,0:21:20,2288
1281,0:21:21,2316
1282,0:21:22,2292
1283,0:21:23,2307
1284,0:21:24,2289
1285,0:21:25,2275
1286,0:21:26,2287
1287,0:21:27,2307
1288,0:21:28,2320
1289,0:21:29,2248
1290,0:21:30,2289
1291,0:21:31,2295
1292,0:21:32,2323
1293,0:21:33,2291
1294,0:21:34,2275
1295,0:21:35,2268
1296,0:21:36,2339
1297,0:21:37,2295
1298,0:21:38,2298
1299,0:21:39,2313
1300,0:21:40,2294
1301,0:21:41,2279
1302,0:21:42,2281
1303,0:21:43,2291
1304,0:21:44,2295
1305,0:21:45,2315
1306,0:21:46,2327
1307,0:21:47,2264
1308,0:21:48,2299
1309,0:21:49,2305
1310,0:21:50,2286
1311,0:21:51,2295
1312,0:21:52,2324
1313,0:21:53,2275
1314,0:21:54,2332
1315,0:21:55,2311
1316,0:21:56,2275
1317,0:21:57,2305
1318,0:21:58,2292
1319,0:21:59,2294
1320,0:22:00,2279
1321,0:22:01,2275
1322,0:22:02,2305
1323,0:22:03,2283
1324,0:22:04,2292
1325,0:22:05,2291
1326,0:22:06,2252
1327,0:22:07,2279
1328,0:22:08,2259
1329,0:22:09,2271
1330,0:22:10,2265
1331,0:22:11,2257
1332,0:22:12,2239
1333,0:22:13,2224
1334,0:22:14,2255
1335,0:22:15,2220
1336,0:22:16,2252
1337,0:22:17,2225
1338,0:22:18,2240
1339,0:22:19,2243
1340,0:22:20,2271
1341,0:22:21,2273
1342,0:22:22,2235
1343,0:22:23,2259
1344,0:22:24,2248
1345,0:22:25,2275
1346,0:22:26,2280
1347,0:22:27,2232
1348,0:22:28,2271
1349,0:22:29,2256
1350,0:22:30,2272
1351,0:22:31,2247
1352,0:22:32,2262
1353,0:22:33,2270
1354,0:22:34,2277
1355,0:22:35,2291
1356,0:22:36,2274
1357,0:22:37,2299
1358,0:22:38,2271
1359,0:22:39,2249
1360,0:22:40,2288
1361,0:22:41,2334
1362,0:22:42,2284
1363,0:22:43,2231
1364,0:22:44,2269
1365,0:22:45,2275
1366,0:22:46,2260
1367,0:22:47,2281
1368,0:22:48,2244
1369,0:22:49,2300
1370,0:22:50,2264
1371,0:22:51,2272
1372,0:22:52,2265
1373,0:22:53,2311
1374,0:22:54,2271
1375,0:22:55,2256
1376,0:22:56,2248
1377,0:22:57,2254
1378,0:22:58,2297
1379,0:22:59,2263
1380,0:23:00,2284
1381,0:23:01,2278
1382,0:23:02,2260
1383,0:23:03,2268
1384,0:23:04,2279
1385,0:23:05,2247
1386,0:23:06,2288
1387,0:23:07,2281
1388,0:23:08,2222
1389,0:23:09,2232
1390,0:23:10,2227
1391,0:23:11,2247
1392,0:23:12,2252
1393,0:23:13,2269
1394,0:23:14,2261
1395,0:23:15,2247
1396,0:23:16,2256
1397,0:23:17,2228
1398,0:23:18,2187
1399,0:23:19,2206
1400,0:23:20,2238
1401,0:23:21,2263
1402,0:23:22,2239
1403,0:23:23,2262
1404,0:23:24,2248
1405,0:23:25,2240
1406,0:23:26,2254
1407,0:23:27,2256
1408,0:23:28,2238
1409,0:23:29,2255
1410,0:23:30,2211
1411,0:23:31,2267
1412,0:23:32,2236
1413,0:23:33,2244
1414,0:23:34,2271
1415,0:23:35,2220
1416,0:23:36,2264
1417,0:23:37,2288
1418,0:23:38,2287
1419,0:23:39,2276
1420,0:23:40,2281
1421,0:23:41,2311
1422,0:23:42,2287
1423,0:23:43,2273
1424,0:23:44,2276
1425,0:23:45,2271
1426,0:23:46,2255
1427,0:23:47,2291
1428,0:23:48,2247
1429,0:23:49,2236
1430,0:23:50,2263
1431,0:23:51,2203
1432,0:23:52,2177
1433,0:23:53,2213
1434,0:23:54,2236
1435,0:23:55,2271
1436,0:23:56,2305
1437,0:23:57,2323
1438,0:23:58,2278
1439,0:23:59,2302
1440,0:24:00,2295
1441,0:24:01,2275
1442,0:24:02,2251
1443,0:24:03,2265
1444,0:24:04,2243
1445,0:24:05,2195
1446,0:24:06,2140
1447,0:24:07,2231
1448,0:24:08,2276
1449,0:24:09,2272
1450,0:24:10,2252
1451,0:24:11,2295
1452,0:24:12,2307
1453,0:24:13,2319
1454,0:24:14,2300
1455,0:24:15,2316
1456,0:24:16,2286
1457,0:24:17,2311
1458,0:24:18,2284
1459,0:24:19,2276
1460,0:24:20,2275
1461,0:24:21,2188
1462,0:24:22,2184
1463,0:24:23,2254
1464,0:24:24,2271
1465,0:24:25,2300
1466,0:24:26,2271
1467,0:24:27,2255
1468,0:24:28,2284
1469,0:24:29,2315
1470,0:24:30,2247
1471,0:24:31,2257
1472,0:24:32,2254
1473,0:24:33,2268
1474,0:24:34,2243
1475,0:24:35,2221
1476,0:24:36,2147
1477,0:24:37,2169
1478,0:24:38,2159
1479,0:24:39,2041
1480,0:24:40,2076
1481,0:24:41,2049
1482,0:24:42,2109
1483,0:24:43,2187
1484,0:24:44,2190
1485,0:24:45,2186
1486,0:24:46,2184
1487,0:24:47,2072
1488,0:24:48,2111
1489,0:24:49,2161
1490,0:24:50,2209
1491,0:24:51,2235
1492,0:24:52,2214
1493,0:24:53,2211
1494,0:24:54,2300
1495,0:24:55,2269
1496,0:24:56,2275
1497,0:24:57,2277
1498,0:24:58,2276
1499,0:24:59,1731
1500,0:25:00,2172
1501,0:25:01,2172
1502,0:25:02,2076
1503,0:25:03,2078
1504,0:25:04,2273
1505,0:25:05,2255
1506,0:25:06,2313
1507,0:25:07,2263
1508,0:25:08,2295
1509,0:25:09,2265
1510,0:25:10,2251
1511,0:25:11,2259
1512,0:25:12,2063
1513,0:25:13,2169
1514,0:25:14,2030
1515,0:25:15,2166
1516,0:25:16,2236
1517,0:25:17,2226
1518,0:25:18,2242
1519,0:25:19,2237
1520,0:25:20,2273
1521,0:25:21,2207
1522,0:25:22,2268
1523,0:25:23,2204
1524,0:25:24,2207
1525,0:25:25,2195
1526,0:25:26,2232
1527,0:25:27,2236
1528,0:25:28,2244
1529,0:25:29,2232
1530,0:25:30,2251
1531,0:25:31,2207
1532,0:25:32,2240
1533,0:25:33,2232
1534,0:25:34,2232
1535,0:25:35,2252
1536,0:25:36,2251
1537,0:25:37,2238
1538,0:25:38,2243
1539,0:25:39,2319
1540,0:25:40,2214
1541,0:25:41,2238
1542,0:25:42,2227
1543,0:25:43,2216
1544,0:25:44,2247
1545,0:25:45,2237
1546,0:25:46,2265
1547,0:25:47,2239
1548,0:25:48,2161
1549,0:25:49,2231
1550,0:25:50,2195
1551,0:25:51,2215
1552,0:25:52,2238
1553,0:25:53,2231
1554,0:25:54,2243
1555,0:25:55,2232
1556,0:25:56,2260
1557,0:25:57,2248
1558,0:25:58,2233
1559,0:25:59,2248
1560,0:26:00,2230
1561,0:26:01,2232
1562,0:26:02,2257
1563,0:26:03,2262
1564,0:26:04,2300
1565,0:26:05,2254
1566,0:26:06,2192
1567,0:26:07,2248
1568,0:26:08,2147
1569,0:26:09,2211
1570,0:26:10,2188
1571,0:26:11,2211
1572,0:26:12,2276
1573,0:26:13,2231
1574,0:26:14,2223
1575,0:26:15,2220
1576,0:26:16,2180
1577,0:26:17,2211
1578,0:26:18,2180
1579,0:26:19,2182
1580,0:26:20,2183
1581,0:26:21,2211
1582,0:26:22,2212
1583,0:26:23,2244
1584,0:26:24,2255
1585,0:26:25,2174
1586,0:26:26,2187
1587,0:26:27,2243
1588,0:26:28,2247
1589,0:26:29,2292
1590,0:26:30,2271
1591,0:26:31,2271
1592,0:26:32,2236
1593,0:26:33,2239
1594,0:26:34,2219
1595,0:26:35,2262
1596,0:26:36,2224
1597,0:26:37,2264
1598,0:26:38,2268
1599,0:26:39,2311
1600,0:26:40,2300
1601,0:26:41,2326
1602,0:26:42,2288
1603,0:26:43,2287
1604,0:26:44,2294
1605,0:26:45,2284
1606,0:26:46,2252
1607,0:26:47,2169
1608,0:26:48,2264
1609,0:26:49,2297
1610,0:26:50,2296
1611,0:26:51,2267
1612,0:26:52,2284
1613,0:26:53,2276
1614,0:26:54,2243
1615,0:26:55,2187
1616,0:26:56,2211
1617,0:26:57,2308
1618,0:26:58,2277
1619,0:26:59,2271
1620,0:27:00,2291
1621,0:27:01,2248
1622,0:27:02,2268
1623,0:27:03,2272
1624,0:27:04,2255
1625,0:27:05,2216
1626,0:27:06,2240
1627,0:27:07,2246
1628,0:27:08,2252
1629,0:27:09,2254
1630,0:27:10,2228
1631,0:27:11,2335
1632,0:27:12,2236
1633,0:27:13,2243
1634,0:27:14,2211
1635,0:27:15,2272
1636,0:27:16,2223
1637,0:27:17,2244
1638,0:27:18,2262
1639,0:27:19,2255
1640,0:27:20,2271
1641,0:27:21,2240
1642,0:27:22,2251
1643,0:27:23,2224
1644,0:27:24,2275
1645,0:27:25,2224
1646,0:27:26,2239
1647,0:27:27,2239
1648,0:27:28,2247
1649,0:27:29,2271
1650,0:27:30,2263
1651,0:27:31,2259
1652,0:27:32,2273
1653,0:27:33,2264
1654,0:27:34,2262
1655,0:27:35,2241
1656,0:27:36,2257
1657,0:27:37,2255
1658,0:27:38,2244
1659,0:27:39,2251
1660,0:27:40,2264
1661,0:27:41,2295
1662,0:27:42,2271
1663,0:27:43,2268
1664,0:27:44,2255
1665,0:27:45,2278
1666,0:27:46,2276
1667,0:27:47,2284
1668,0:27:48,2276
1669,0:27:49,2308
1670,0:27:50,2278
1671,0:27:51,2263
1672,0:27:52,2299
1673,0:27:53,2264
1674,0:27:54,2259
1675,0:27:55,2308
1676,0:27:56,2304
1677,0:27:57,2312
1678,0:27:58,2297
1679,0:27:59,2279
1680,0:28:00,2299
1681,0:28:01,2244
1682,0:28:02,2268
1683,0:28:03,2252
1684,0:28:04,2281
1685,0:28:05,2264
1686,0:28:06,2283
1687,0:28:07,2283
1688,0:28:08,2271
1689,0:28:09,2300
1690,0:28:10,2287
1691,0:28:11,2324
1692,0:28:12,2272
1693,0:28:13,2319
1694,0:28:14,2291
1695,0:28:15,2284
1696,0:28:16,2294
1697,0:28:17,2275
1698,0:28:18,2291
1699,0:28:19,2305
1700,0:28:20,2288
1701,0:28:21,2284
1702,0:28:22,2273
1703,0:28:23,2075
1704,0:28:24,2103
1705,0:28:25,2083
1706,0:28:26,2092
1707,0:28:27,2217
1708,0:28:28,2273
1709,0:28:29,2275
1710,0:28:30,2244
1711,0:28:31,2297
1712,0:28:32,2248
1713,0:28:33,2283
1714,0:28:34,2250
1715,0:28:35,2271
1716,0:28:36,2282
1717,0:28:37,2239
1718,0:28:38,2209
1719,0:28:39,2240
1720,0:28:40,2263
1721,0:28:41,2262
1722,0:28:42,2275
1723,0:28:43,2292
1724,0:28:44,2275
1725,0:28:45,2273
1726,0:28:46,2246
1727,0:28:47,2276
1728,0:28:48,2283
1729,0:28:49,2283
1730,0:28:50,2288
1731,0:28:51,2323
1732,0:28:52,2295
1733,0:28:53,2323
1734,0:28:54,2275
1735,0:28:55,2304
1736,0:28:56,2291
1737,0:28:57,2275
1738,0:28:58,2271
1739,0:28:59,2243
1740,0:29:00,2264
1741,0:29:01,2264
1742,0:29:02,2259
1743,0:29:03,2259
1744,0:29:04,2275
1745,0:29:05,2279
1746,0:29:06,2279
1747,0:29:07,2315
1748,0:29:08,2281
1749,0:29:09,2279
1750,0:29:10,2275
1751,0:29:11,2279
1752,0:29:12,2307
1753,0:29:13,2279
1754,0:29:14,2343
1755,0:29:15,2299
1756,0:29:16,2284
1757,0:29:17,2279
1758,0:29:18,2263
1759,0:29:19,2246
1760,0:29:20,2248
1761,0:29:21,2247
1762,0:29:22,2273
1763,0:29:23,2279
1764,0:29:24,2264
1765,0:29:25,2255
1766,0:29:26,2264
1767,0:29:27,2241
1768,0:29:28,2305
1769,0:29:29,2279
1770,0:29:30,2273
1771,0:29:31,2318
1772,0:29:32,2265
1773,0:29:33,2307
1774,0:29:34,2271
1775,0:29:35,2296
1776,0:29:36,2272
1777,0:29:37,2281
1778,0:29:38,2208
1779,0:29:39,2163
1780,0:29:40,2217
1781,0:29:41,2160
1782,0:29:42,2160
1783,0:29:43,2191
1784,0:29:44,2207
1785,0:29:45,2199
1786,0:29:46,2214
1787,0:29:47,2223
1788,0:29:48,2199
1789,0:29:49,2222
1790,0:29:50,2206
1791,0:29:51,2109
1792,0:29:52,2220
1793,0:29:53,2175
1794,0:29:54,2214
1795,0:29:55,2193
1796,0:29:56,2180
1797,0:29:57,2204
1798,0:29:58,2171
1799,0:29:59,2203
1800,0:30:00,2007
1801,0:30:01,2172
1802,0:30:02,2152
1803,0:30:03,2127
1804,0:30:04,2230
1805,0:30:05,2206
1806,0:30:06,2222
1807,0:30:07,2180
1808,0:30:08,1971
1809,0:30:09,2172
1810,0:30:10,2166
1811,0:30:11,2192
1812,0:30:12,2199
1813,0:30:13,2187
1814,0:30:14,2177
1815,0:30:15,2167
1816,0:30:16,2177
1817,0:30:17,2175
1818,0:30:18,2195
1819,0:30:19,2192
1820,0:30:20,2228
1821,0:30:21,2227
1822,0:30:22,2212
1823,0:30:23,2240
1824,0:30:24,2196
1825,0:30:25,2196
1826,0:30:26,2184
1827,0:30:27,2240
1828,0:30:28,2225
1829,0:30:29,2228
1830,0:30:30,2207
1831,0:30:31,2224
1832,0:30:32,2180
1833,0:30:33,2240
1834,0:30:34,2243
1835,0:30:35,2209
1836,0:30:36,2207
1837,0:30:37,2235
1838,0:30:38,2241
1839,0:30:39,2225
1840,0:30:40,2213
1841,0:30:41,2190
1842,0:30:42,2202
1843,0:30:43,2198
1844,0:30:44,2238
1845,0:30:45,2240
1846,0:30:46,2255
1847,0:30:47,2224
1848,0:30:48,2204
1849,0:30:49,2262
1850,0:30:50,2270
1851,0:30:51,2237
1852,0:30:52,2231
1853,0:30:53,2207
1854,0:30:54,2247
1855,0:30:55,2248
1856,0:30:56,2243
1857,0:30:57,2239
1858,0:30:58,2260
1859,0:30:59,2235
1860,0:31:00,2273
1861,0:31:01,2255
1862,0:31:02,2249
1863,0:31:03,2264
1864,0:31:04,2271
1865,0:31:05,2260
1866,0:31:06,2276
1867,0:31:07,2286
1868,0:31:08,2251
1869,0:31:09,2267
1870,0:31:10,2227
1871,0:31:11,2275
1872,0:31:12,2291
1873,0:31:13,2288
1874,0:31:14,2263
1875,0:31:15,2267
1876,0:31:16,2257
1877,0:31:17,2254
1878,0:31:18,2257
1879,0:31:19,2254
1880,0:31:20,2259
1881,0:31:21,2271
1882,0:31:22,2244
1883,0:31:23,2272
1884,0:31:24,2272
1885,0:31:25,2276
1886,0:31:26,2264
1887,0:31:27,2273
1888,0:31:28,2262
1889,0:31:29,2283
1890,0:31:30,2272
1891,0:31:31,2247
1892,0:31:32,2273
1893,0:31:33,2267
1894,0:31:34,2281
1895,0:31:35,2271
1896,0:31:36,2271
1897,0:31:37,2278
1898,0:31:38,2291
1899,0:31:39,2251
1900,0:31:40,2296
1901,0:31:41,2236
1902,0:31:42,2255
1903,0:31:43,2241
1904,0:31:44,2259
1905,0:31:45,2263
1906,0:31:46,2264
1907,0:31:47,2271
1908,0:31:48,2230
1909,0:31:49,2271
1910,0:31:50,2240
1911,0:31:51,2289
1912,0:31:52,2287
1913,0:31:53,2271
1914,0:31:54,2224
1915,0:31:55,2246
1916,0:31:56,2271
1917,0:31:57,2284
1918,0:31:58,2298
1919,0:31:59,2275
1920,0:32:00,2289
1921,0:32:01,2291
1922,0:32:02,2279
1923,0:32:03,2280
1924,0:32:04,2277
1925,0:32:05,2294
1926,0:32:06,2299
1927,0:32:07,2279
1928,0:32:08,2291
1929,0:32:09,2291
1930,0:32:10,2284
1931,0:32:11,2300
1932,0:32:12,2342
1933,0:32:13,2347
1934,0:32:14,2294
1935,0:32:15,2302
1936,0:32:16,2291
1937,0:32:17,2299
1938,0:32:18,2310
1939,0:32:19,2264
1940,0:32:20,2329
1941,0:32:21,2310
1942,0:32:22,2294
1943,0:32:23,2307
1944,0:32:24,2319
1945,0:32:25,2291
1946,0:32:26,2299
1947,0:32:27,2323
1948,0:32:28,2295
1949,0:32:29,2302
1950,0:32:30,2304
1951,0:32:31,2304
1952,0:32:32,2339
1953,0:32:33,2296
1954,0:32:34,2332
1955,0:32:35,2332
1956,0:32:36,2319
1957,0:32:37,2305
1958,0:32:38,2305
1959,0:32:39,2295
1960,0:32:40,2337
1961,0:32:41,2309
1962,0:32:42,2324
1963,0:32:43,2321
1964,0:32:44,2297
1965,0:32:45,2307
1966,0:32:46,2283
1967,0:32:47,2329
1968,0:32:48,2331
1969,0:32:49,2305
1970,0:32:50,2299
1971,0:32:51,2287
1972,0:32:52,2319
1973,0:32:53,2316
1974,0:32:54,2316
1975,0:32:55,2304
1976,0:32:56,2308
1977,0:32:57,2326
1978,0:32:58,2292
1979,0:32:59,2323
1980,0:33:00,2316
1981,0:33:01,2300
1982,0:33:02,2316
1983,0:33:03,2319
1984,0:33:04,2323
1985,0:33:05,2339
1986,0:33:06,2320
1987,0:33:07,2326
1988,0:33:08,2319
1989,0:33:09,2332
1990,0:33:10,2331
1991,0:33:11,2316
1992,0:33:12,2327
1993,0:33:13,2294
1994,0:33:14,2300
1995,0:33:15,2335
1996,0:33:16,2343
1997,0:33:17,2326
1998,0:33:18,2335
1999,0:33:19,2327
2000,0:33:20,2316
2001,0:33:21,2355
2002,0:33:22,2300
2003,0:33:23,2279
2004,0:33:24,2311
2005,0:33:25,2323
2006,0:33:26,2318
2007,0:33:27,2323
2008,0:33:28,2356
2009,0:33:29,2355
2010,0:33:30,2355
2011,0:33:31,2353
2012,0:33:32,2323
2013,0:33:33,2353
2014,0:33:34,2324
2015,0:33:35,2339
2016,0:33:36,2327
2017,0:33:37,2320
2018,0:33:38,2335
2019,0:33:39,2320
2020,0:33:40,2324
2021,0:33:41,2300
2022,0:33:42,2305
2023,0:33:43,2319
2024,0:33:44,2318
2025,0:33:45,2331
2026,0:33:46,2325
2027,0:33:47,2291
2028,0:33:48,2335
2029,0:33:49,2321
2030,0:33:50,2355
2031,0:33:51,2311
2032,0:33:52,2319
2033,0:33:53,2319
2034,0:33:54,2340
2035,0:33:55,2282
2036,0:33:56,2355
2037,0:33:57,2471
2038,0:33:58,2790
2039,0:33:59,2865
2040,0:34:00,2704
2041,0:34:01,2744
2042,0:34:02,2743
2043,0:34:03,2807
2044,0:34:04,2894
2045,0:34:05,2918
2046,0:34:06,2939
2047,0:34:07,2935
2048,0:34:08,2937
2049,0:34:09,2895
2050,0:34:10,2956
2051,0:34:11,2936
2052,0:34:12,2943
2053,0:34:13,2635
2054,0:34:14,2553
2055,0:34:15,2500
2056,0:34:16,2470
2057,0:34:17,2440
2058,0:34:18,2430
2059,0:34:19,2457
2060,0:34:20,2435
2061,0:34:21,2467
2062,0:34:22,2444
2063,0:34:23,2391
2064,0:34:24,2364
2065,0:34:25,2367
2066,0:34:26,2297
2067,0:34:27,2339
2068,0:34:28,2323
2069,0:34:29,2121
2070,0:34:30,1975
2071,0:34:31,4
2072,0:34:32,9
2073,0:34:33,49
2074,0:34:34,0
2075,0:34:35,0
2076,0:34:36,62
2077,0:34:37,39
2078,0:34:38,16
2079,0:34:39,0
2080,0:34:40,0
2081,0:34:41,14
2082,0:34:42,3
2083,0:34:43,5
2084,0:34:44,0
2085,0:34:45,8
2086,0:34:46,8
2087,0:34:47,12
2088,0:34:48,24
2089,0:34:49,0
2090,0:34:50,44
2091,0:34:51,16
2092,0:34:52,41
2093,0:34:53,28
2094,0:34:54,0
2095,0:34:55,23
2096,0:34:56,17
2097,0:34:57,19
2098,0:34:58,0

AP(uA),,CH01
No,Time (hr:min:sec),LeftLU,Event messages
0,0:00:00,48
1,0:00:01,49
2,0:00:02,50
3,0:00:03,47
4,0:00:04,47
5,0:00:05,48
6,0:00:06,50
7,0:00:07,49
8,0:00:08,49
9,0:00:09,51
10,0:00:10,51
11,0:00:11,50
12,0:00:12,52
13,0:00:13,49
14,0:00:14,49
15,0:00:15,51
16,0:00:16,50
17,0:00:17,49
18,0:00:18,50
19,0:00:19,48
20,0:00:20,49
21,0:00:21,52
22,0:00:22,50
23,0:00:23,51
24,0:00:24,49
25,0:00:25,50
26,0:00:26,50
27,0:00:27,51
28,0:00:28,50
29,0:00:29,48
30,0:00:30,51
31,0:00:31,50
32,0:00:32,49
33,0:00:33,49
34,0:00:34,51
35,0:00:35,50
36,0:00:36,50
37,0:00:37,51
38,0:00:38,50
39,0:00:39,52
40,0:00:40,51
41,0:00:41,51
42,0:00:42,51
43,0:00:43,52
44,0:00:44,53
45,0:00:45,53
46,0:00:46,53
47,0:00:47,52
48,0:00:48,53
49,0:00:49,51
50,0:00:50,52
51,0:00:51,50
52,0:00:52,52
53,0:00:53,53
54,0:00:54,52
55,0:00:55,53
56,0:00:56,50
57,0:00:57,50
58,0:00:58,51
59,0:00:59,52
60,0:01:00,50
61,0:01:01,50
62,0:01:02,51
63,0:01:03,51
64,0:01:04,51
65,0:01:05,51
66,0:01:06,50
67,0:01:07,50
68,0:01:08,49
69,0:01:09,49
70,0:01:10,50
71,0:01:11,52
72,0:01:12,50
73,0:01:13,49
74,0:01:14,51
75,0:01:15,49
76,0:01:16,50
77,0:01:17,52
78,0:01:18,52
79,0:01:19,52
80,0:01:20,50
81,0:01:21,53
82,0:01:22,52
83,0:01:23,49
84,0:01:24,51
85,0:01:25,50
86,0:01:26,52
87,0:01:27,51
88,0:01:28,52
89,0:01:29,49
90,0:01:30,52
91,0:01:31,52
92,0:01:32,51
93,0:01:33,51
94,0:01:34,53
95,0:01:35,50
96,0:01:36,51
97,0:01:37,52
98,0:01:38,52
99,0:01:39,53
100,0:01:40,51
101,0:01:41,52
102,0:01:42,53
103,0:01:43,50
104,0:01:44,52
105,0:01:45,51
106,0:01:46,50
107,0:01:47,51
108,0:01:48,52
109,0:01:49,54
110,0:01:50,51
111,0:01:51,53
112,0:01:52,52
113,0:01:53,51
114,0:01:54,51
115,0:01:55,49
116,0:01:56,49
117,0:01:57,51
118,0:01:58,49
119,0:01:59,49
120,0:02:00,51
121,0:02:01,51
122,0:02:02,48
123,0:02:03,50
124,0:02:04,49
125,0:02:05,50
126,0:02:06,49
127,0:02:07,48
128,0:02:08,46
129,0:02:09,47
130,0:02:10,50
131,0:02:11,48
132,0:02:12,50
133,0:02:13,50
134,0:02:14,48
135,0:02:15,49
136,0:02:16,48
137,0:02:17,49
138,0:02:18,49
139,0:02:19,49
140,0:02:20,49
141,0:02:21,51
142,0:02:22,50
143,0:02:23,48
144,0:02:24,48
145,0:02:25,49
146,0:02:26,49
147,0:02:27,49
148,0:02:28,49
149,0:02:29,50
150,0:02:30,50
151,0:02:31,50
152,0:02:32,49
153,0:02:33,48
154,0:02:34,49
155,0:02:35,47
156,0:02:36,47
157,0:02:37,49
158,0:02:38,48
159,0:02:39,48
160,0:02:40,48
161,0:02:41,49
162,0:02:42,48
163,0:02:43,47
164,0:02:44,48
165,0:02:45,48
166,0:02:46,48
167,0:02:47,46
168,0:02:48,47
169,0:02:49,46
170,0:02:50,45
171,0:02:51,46
172,0:02:52,46
173,0:02:53,47
174,0:02:54,47
175,0:02:55,48
176,0:02:56,50
177,0:02:57,51
178,0:02:58,50
179,0:02:59,54
180,0:03:00,53
181,0:03:01,52
182,0:03:02,53
183,0:03:03,53
184,0:03:04,54
185,0:03:05,54
186,0:03:06,51
187,0:03:07,52
188,0:03:08,53
189,0:03:09,52
190,0:03:10,52
191,0:03:11,53
192,0:03:12,52
193,0:03:13,49
194,0:03:14,51
195,0:03:15,50
196,0:03:16,49
197,0:03:17,50
198,0:03:18,52
199,0:03:19,48
200,0:03:20,49
201,0:03:21,49
202,0:03:22,48
203,0:03:23,49
204,0:03:24,48
205,0:03:25,46
206,0:03:26,48
207,0:03:27,46
208,0:03:28,49
209,0:03:29,48
210,0:03:30,50
211,0:03:31,48
212,0:03:32,47
213,0:03:33,47
214,0:03:34,46
215,0:03:35,48
216,0:03:36,47
217,0:03:37,46
218,0:03:38,47
219,0:03:39,48
220,0:03:40,47
221,0:03:41,47
222,0:03:42,49
223,0:03:43,47
224,0:03:44,46
225,0:03:45,47
226,0:03:46,46
227,0:03:47,47
228,0:03:48,48
229,0:03:49,47
230,0:03:50,46
231,0:03:51,47
232,0:03:52,47
233,0:03:53,45
234,0:03:54,45
235,0:03:55,47
236,0:03:56,46
237,0:03:57,46
238,0:03:58,46
239,0:03:59,48
240,0:04:00,45
241,0:04:01,47
242,0:04:02,48
243,0:04:03,45
244,0:04:04,48
245,0:04:05,48
246,0:04:06,47
247,0:04:07,48
248,0:04:08,47
249,0:04:09,50
250,0:04:10,48
251,0:04:11,49
252,0:04:12,49
253,0:04:13,47
254,0:04:14,49
255,0:04:15,46
256,0:04:16,47
257,0:04:17,47
258,0:04:18,48
259,0:04:19,49
260,0:04:20,47
261,0:04:21,48
262,0:04:22,48
263,0:04:23,47
264,0:04:24,48
265,0:04:25,47
266,0:04:26,48
267,0:04:27,48
268,0:04:28,46
269,0:04:29,47
270,0:04:30,48
271,0:04:31,49
272,0:04:32,50
273,0:04:33,48
274,0:04:34,48
275,0:04:35,47
276,0:04:36,49
277,0:04:37,47
278,0:04:38,46
279,0:04:39,48
280,0:04:40,49
281,0:04:41,47
282,0:04:42,48
283,0:04:43,48
284,0:04:44,48
285,0:04:45,47
286,0:04:46,46
287,0:04:47,48
288,0:04:48,47
289,0:04:49,47
290,0:04:50,47
291,0:04:51,46
292,0:04:52,47
293,0:04:53,46
294,0:04:54,47
295,0:04:55,46
296,0:04:56,46
297,0:04:57,46
298,0:04:58,45
299,0:04:59,45
300,0:05:00,44
301,0:05:01,43
302,0:05:02,46
303,0:05:03,42
304,0:05:04,43
305,0:05:05,44
306,0:05:06,46
307,0:05:07,43
308,0:05:08,44
309,0:05:09,44
310,0:05:10,44
311,0:05:11,45
312,0:05:12,42
313,0:05:13,42
314,0:05:14,43
315,0:05:15,43
316,0:05:16,44
317,0:05:17,44
318,0:05:18,42
319,0:05:19,44
320,0:05:20,44
321,0:05:21,42
322,0:05:22,42
323,0:05:23,45
324,0:05:24,44
325,0:05:25,44
326,0:05:26,43
327,0:05:27,44
328,0:05:28,45
329,0:05:29,45
330,0:05:30,44
331,0:05:31,41
332,0:05:32,42
333,0:05:33,41
334,0:05:34,44
335,0:05:35,43
336,0:05:36,41
337,0:05:37,42
338,0:05:38,43
339,0:05:39,42
