              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name: 
Subject No: 
Date of Birth: 
Subject Address: 
Operator:  
Date: 11:59:31 (13/3/2026)
DRT4 Serial Number: #3173
Comment: 
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   1/sec 
Time Constant: off 
Time Offset: 0.5 sec 
Time Offset: 0 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 
1	0	0	0	 33.9 
2	0	0	1	 34.1 
733	0	12	12	 51.8 
734	0	12	13	 20.4 
735	0	12	14	 36.6 
736	0	12	15	167.6 
737	0	12	16	 48.4 
738	0	12	17	 76.5 
739	0	12	18	101.7 
740	0	12	19	145.7 
741	0	12	20	119.2 
742	0	12	21	155.3 
743	0	12	22	128.3 
744	0	12	23	158.0 
745	0	12	24	136.6 
746	0	12	25	127.8 
747	0	12	26	181.8 
748	0	12	27	150.2 
749	0	12	28	115.1 
750	0	12	29	181.0 
751	0	12	30	120.3 
752	0	12	31	 64.3 
753	0	12	32	 52.8 
754	0	12	33	 68.8 
755	0	12	34	 71.4 
756	0	12	35	 84.3 
757	0	12	36	143.2 
758	0	12	37	 97.8 
759	0	12	38	105.8 
760	0	12	39	 68.8 
761	0	12	40	 90.2 
762	0	12	41	 49.4 
763	0	12	42	 38.0 
764	0	12	43	 42.8 
765	0	12	44	 31.3 
766	0	12	45	 38.6 
767	0	12	46	 54.6 
768	0	12	47	116.9 
769	0	12	48	 66.7 
770	0	12	49	 24.9 
771	0	12	50	 46.2 
772	0	12	51	102.5 
773	0	12	52	180.3 
774	0	12	53	114.9 
775	0	12	54	155.3 
776	0	12	55	181.4 
777	0	12	56	148.3 
778	0	12	57	139.3 
779	0	12	58	134.3 
780	0	12	59	176.0 
781	0	13	0	257.3 
782	0	13	1	268.0 
783	0	13	2	221.6 
784	0	13	3	310.9 
785	0	13	4	781.8 
786	0	13	5	260.0 
787	0	13	6	138.5 
788	0	13	7	179.5 
789	0	13	8	 42.3 
790	0	13	9	 26.3 
791	0	13	10	 42.0 
792	0	13	11	 51.8 
793	0	13	12	 63.9 
794	0	13	13	 64.4 
795	0	13	14	 54.1 
796	0	13	15	 53.3 
797	0	13	16	 27.4 
798	0	13	17	 18.9 
799	0	13	18	 30.5 
800	0	13	19	 45.1 
801	0	13	20	 43.7 
802	0	13	21	 37.6 
803	0	13	22	 45.6 
804	0	13	23	 63.0 
805	0	13	24	 61.1 
806	0	13	25	 55.7 
807	0	13	26	 58.6 
808	0	13	27	 78.4 
809	0	13	28	 85.9 
810	0	13	29	 79.8 
811	0	13	30	 72.2 
812	0	13	31	 65.0 
813	0	13	32	 80.2 
814	0	13	33	 64.3 
815	0	13	34	 39.4 
816	0	13	35	 37.1 
817	0	13	36	 41.1 
818	0	13	37	 29.4 
819	0	13	38	 23.8 
820	0	13	39	 18.8 
821	0	13	40	 17.6 
822	0	13	41	 34.6 
823	0	13	42	 36.6 
824	0	13	43	 30.6 
825	0	13	44	 59.7 
826	0	13	45	 33.0 
827	0	13	46	 28.4 
828	0	13	47	 21.7 
829	0	13	48	 36.9 
830	0	13	49	 77.7 
831	0	13	50	 54.6 
832	0	13	51	156.7 
833	0	13	52	110.7 
834	0	13	53	138.4 
835	0	13	54	240.1 
836	0	13	55	 36.7 
837	0	13	56	 27.6 
838	0	13	57	 50.4 
839	0	13	58	 46.2 
840	0	13	59	186.7 
841	0	14	0	342.3 
842	0	14	1	164.5 
843	0	14	2	109.8 
844	0	14	3	125.5 
845	0	14	4	161.0 
846	0	14	5	185.1 
847	0	14	6	158.3 
848	0	14	7	153.6 
849	0	14	8	149.1 
850	0	14	9	154.7 
851	0	14	10	139.7 
852	0	14	11	169.6 
853	0	14	12	162.4 
854	0	14	13	161.2 
855	0	14	14	180.4 
856	0	14	15	167.9 
857	0	14	16	 68.0 
858	0	14	17	 43.5 
859	0	14	18	 74.3 
860	0	14	19	 59.8 
861	0	14	20	 66.5 
862	0	14	21	 75.2 
863	0	14	22	 38.0 
864	0	14	23	 22.7 
865	0	14	24	 25.7 
866	0	14	25	 24.8 
867	0	14	26	 41.3 
868	0	14	27	 20.9 
869	0	14	28	 14.7 
870	0	14	29	 71.8 
871	0	14	30	112.4 
872	0	14	31	105.2 
873	0	14	32	175.0 
874	0	14	33	142.3 
875	0	14	34	 99.8 
876	0	14	35	 97.1 
877	0	14	36	172.8 
878	0	14	37	250.7 
879	0	14	38	 76.8 
880	0	14	39	 95.9 
881	0	14	40	141.0 
882	0	14	41	156.9 
883	0	14	42	109.5 
884	0	14	43	130.3 
885	0	14	44	167.8 
886	0	14	45	181.6 
887	0	14	46	196.7 
888	0	14	47	190.7 
889	0	14	48	203.7 
890	0	14	49	210.8 
891	0	14	50	 92.7 
892	0	14	51	 78.8 
893	0	14	52	 91.2 
894	0	14	53	 72.6 
895	0	14	54	 55.8 
896	0	14	55	 57.6 
897	0	14	56	 25.9 
898	0	14	57	 39.8 
899	0	14	58	 34.6 
900	0	14	59	 33.9 
901	0	15	0	 36.0 
902	0	15	1	 24.0 
903	0	15	2	142.8 
904	0	15	3	147.0 
905	0	15	4	 16.7 
906	0	15	5	 11.4 
907	0	15	6	 28.3 
908	0	15	7	 45.8 
909	0	15	8	130.2 
910	0	15	9	143.2 
911	0	15	10	141.4 
912	0	15	11	163.2 
913	0	15	12	126.7 
914	0	15	13	100.7 
915	0	15	14	 92.4 
916	0	15	15	 74.1 
917	0	15	16	140.9 
918	0	15	17	 94.7 
919	0	15	18	121.5 
920	0	15	19	124.3 
921	0	15	20	 76.8 
922	0	15	21	 90.4 
923	0	15	22	118.3 
