              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name: 
Subject No: 
Date of Birth: 
Subject Address: 
Operator:  
Date: 11:11:48 (13/3/2026)
DRT4 Serial Number: #3173
Comment: 
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   1/sec 
Time Constant: off 
Time Offset: 0.5 sec 
Time Offset: 0 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 
1	0	0	0	110.2 
2	0	0	1	117.6 
907	0	15	6	132.4 
908	0	15	7	114.9 
909	0	15	8	126.2 
910	0	15	9	127.9 
911	0	15	10	175.2 
912	0	15	11	125.4 
913	0	15	12	 98.1 
914	0	15	13	144.4 
915	0	15	14	119.5 
916	0	15	15	180.6 
917	0	15	16	141.2 
918	0	15	17	119.8 
919	0	15	18	111.6 
920	0	15	19	111.6 
921	0	15	20	159.5 
922	0	15	21	141.6 
923	0	15	22	120.5 
924	0	15	23	 79.0 
925	0	15	24	 49.7 
926	0	15	25	 41.2 
927	0	15	26	 18.1 
928	0	15	27	 21.6 
929	0	15	28	 27.2 
930	0	15	29	 44.5 
931	0	15	30	 55.3 
932	0	15	31	 83.9 
933	0	15	32	180.9 
934	0	15	33	 92.3 
935	0	15	34	 45.0 
936	0	15	35	144.5 
937	0	15	36	199.5 
938	0	15	37	172.8 
939	0	15	38	134.9 
940	0	15	39	109.8 
941	0	15	40	113.3 
942	0	15	41	123.3 
943	0	15	42	119.0 
944	0	15	43	118.8 
945	0	15	44	118.7 
946	0	15	45	180.4 
947	0	15	46	124.6 
948	0	15	47	111.3 
949	0	15	48	115.3 
950	0	15	49	118.5 
951	0	15	50	103.1 
952	0	15	51	 94.6 
953	0	15	52	 91.4 
954	0	15	53	 68.0 
955	0	15	54	 59.2 
956	0	15	55	 57.2 
957	0	15	56	 95.2 
958	0	15	57	114.9 
959	0	15	58	 83.9 
960	0	15	59	 70.6 
961	0	16	0	 66.9 
962	0	16	1	 50.7 
963	0	16	2	 69.4 
964	0	16	3	 77.3 
965	0	16	4	 88.6 
966	0	16	5	 45.6 
967	0	16	6	159.2 
968	0	16	7	266.0 
969	0	16	8	126.5 
970	0	16	9	252.2 
971	0	16	10	195.4 
972	0	16	11	125.8 
973	0	16	12	127.0 
974	0	16	13	139.1 
975	0	16	14	141.9 
976	0	16	15	153.2 
977	0	16	16	157.7 
978	0	16	17	130.1 
979	0	16	18	118.1 
980	0	16	19	 95.3 
981	0	16	20	101.6 
982	0	16	21	110.7 
983	0	16	22	 67.3 
984	0	16	23	 71.1 
985	0	16	24	 90.2 
986	0	16	25	 71.4 
987	0	16	26	 78.1 
988	0	16	27	 98.3 
989	0	16	28	118.6 
990	0	16	29	137.2 
991	0	16	30	145.9 
992	0	16	31	133.5 
993	0	16	32	108.0 
994	0	16	33	110.2 
995	0	16	34	 88.7 
996	0	16	35	 84.4 
997	0	16	36	126.2 
998	0	16	37	 94.6 
999	0	16	38	 67.6 
1000	0	16	39	 71.2 
1001	0	16	40	 68.9 
1002	0	16	41	 63.0 
1003	0	16	42	 85.6 
1004	0	16	43	 69.3 
1005	0	16	44	100.4 
1006	0	16	45	 96.4 
1007	0	16	46	110.3 
1008	0	16	47	124.8 
1009	0	16	48	143.6 
1010	0	16	49	124.5 
1011	0	16	50	169.4 
1012	0	16	51	206.0 
1013	0	16	52	170.2 
1014	0	16	53	143.7 
1015	0	16	54	118.0 
1016	0	16	55	122.9 
1017	0	16	56	 93.7 
1018	0	16	57	117.7 
1019	0	16	58	 97.3 
1020	0	16	59	 72.5 
1021	0	17	0	 67.3 
1022	0	17	1	100.9 
1023	0	17	2	 97.1 
1024	0	17	3	 95.1 
1025	0	17	4	105.5 
1026	0	17	5	123.3 
1027	0	17	6	109.5 
1028	0	17	7	 52.4 
1029	0	17	8	 75.7 
1030	0	17	9	 74.0 
1031	0	17	10	 47.2 
1032	0	17	11	 73.3 
1033	0	17	12	 72.7 
1034	0	17	13	 78.5 
1035	0	17	14	 67.8 
1036	0	17	15	 55.4 
1037	0	17	16	 67.1 
1038	0	17	17	 53.5 
1039	0	17	18	 47.5 
1040	0	17	19	 49.7 
1041	0	17	20	 37.0 
1042	0	17	21	 38.2 
1043	0	17	22	 72.7 
1044	0	17	23	 72.8 
1045	0	17	24	 88.0 
1046	0	17	25	 79.8 
1047	0	17	26	 99.7 
1048	0	17	27	114.1 
1049	0	17	28	141.3 
1050	0	17	29	205.3 
1051	0	17	30	150.2 
1052	0	17	31	107.4 
1053	0	17	32	125.8 
1054	0	17	33	108.6 
1055	0	17	34	 85.6 
1056	0	17	35	 81.5 
1057	0	17	36	 72.9 
1058	0	17	37	 83.5 
1059	0	17	38	 78.0 
1060	0	17	39	 75.5 
1061	0	17	40	 65.0 
1062	0	17	41	 68.8 
1063	0	17	42	 82.7 
1064	0	17	43	 88.5 
1065	0	17	44	 77.5 
1066	0	17	45	 84.4 
1067	0	17	46	 94.1 
1068	0	17	47	100.6 
1069	0	17	48	143.5 
1070	0	17	49	 68.5 
1071	0	17	50	 69.3 
1072	0	17	51	 55.5 
1073	0	17	52	 49.3 
1074	0	17	53	 40.4 
1075	0	17	54	 44.6 
1076	0	17	55	 41.3 
1077	0	17	56	 45.5 
1078	0	17	57	 34.5 
1079	0	17	58	 35.8 
1080	0	17	59	 43.6 
1081	0	18	0	 47.9 
1082	0	18	1	 51.8 
1083	0	18	2	121.0 
1084	0	18	3	209.9 
1085	0	18	4	383.2 
1086	0	18	5	153.6 
1087	0	18	6	128.0 
1088	0	18	7	129.1 
1089	0	18	8	121.3 
1090	0	18	9	158.1 
1091	0	18	10	112.3 
1092	0	18	11	 99.0 
1093	0	18	12	128.8 
1094	0	18	13	126.8 
1095	0	18	14	120.9 
1096	0	18	15	106.8 
1097	0	18	16	124.5 
1098	0	18	17	133.7 
1099	0	18	18	124.5 
1100	0	18	19	 99.9 
1101	0	18	20	104.5 
1102	0	18	21	125.8 
1103	0	18	22	108.1 
1104	0	18	23	 77.8 
1105	0	18	24	 62.8 
1106	0	18	25	 57.1 
1107	0	18	26	 82.6 
1108	0	18	27	 84.1 
1109	0	18	28	 91.6 
1110	0	18	29	 37.1 
1111	0	18	30	 41.6 
1112	0	18	31	 64.7 
1113	0	18	32	 46.3 
1114	0	18	33	 52.3 
1115	0	18	34	 60.9 
1116	0	18	35	 64.7 
1117	0	18	36	 40.8 
1118	0	18	37	 79.5 
1119	0	18	38	 88.1 
1120	0	18	39	 93.0 
1121	0	18	40	 96.8 
1122	0	18	41	129.8 
1123	0	18	42	137.2 
1124	0	18	43	137.8 
1125	0	18	44	142.0 
1126	0	18	45	146.7 
1127	0	18	46	148.0 
1128	0	18	47	157.0 
1129	0	18	48	132.6 
1130	0	18	49	150.5 
1131	0	18	50	135.2 
1132	0	18	51	132.8 
1133	0	18	52	142.3 
1134	0	18	53	134.6 
1135	0	18	54	115.8 
1136	0	18	55	118.1 
1137	0	18	56	124.3 
1138	0	18	57	126.8 
1139	0	18	58	123.7 
1140	0	18	59	119.5 
1141	0	19	0	 95.0 
1142	0	19	1	 61.4 
1143	0	19	2	 64.7 
1144	0	19	3	 56.0 
1145	0	19	4	 60.4 
1146	0	19	5	 33.3 
1147	0	19	6	 31.4 
1148	0	19	7	 45.7 
1149	0	19	8	 57.2 
1150	0	19	9	 88.5 
1151	0	19	10	196.5 
1152	0	19	11	213.0 
1153	0	19	12	225.9 
1154	0	19	13	136.1 
1155	0	19	14	121.6 
1156	0	19	15	 96.8 
1157	0	19	16	 58.1 
1158	0	19	17	 30.6 
1159	0	19	18	 15.2 
1160	0	19	19	  6.6 
1161	0	19	20	  7.3 
1162	0	19	21	  3.2 
1163	0	19	22	  3.8 
1164	0	19	23	  6.1 
1165	0	19	24	  4.7 
1166	0	19	25	  3.4 
1167	0	19	26	  4.4 
1168	0	19	27	  7.0 
1169	0	19	28	  4.4 
1170	0	19	29	 13.9 
1171	0	19	30	  9.8 
1172	0	19	31	 10.2 
1173	0	19	32	  9.3 
1174	0	19	33	 10.5 
1175	0	19	34	  7.5 
1176	0	19	35	  4.3 
1177	0	19	36	 10.9 
1178	0	19	37	 12.2 
1179	0	19	38	  8.2 
1180	0	19	39	  7.0 
1181	0	19	40	  9.1 
1182	0	19	41	  8.7 
1183	0	19	42	 10.8 
1184	0	19	43	  7.9 
1185	0	19	44	  3.2 
1186	0	19	45	 10.2 
1187	0	19	46	  6.0 
1188	0	19	47	  7.2 
1189	0	19	48	 14.1 
1190	0	19	49	 24.8 
1191	0	19	50	 19.5 
1192	0	19	51	 19.9 
1193	0	19	52	 33.6 
1194	0	19	53	 41.7 
1195	0	19	54	 36.4 
1196	0	19	55	 27.9 
1197	0	19	56	 19.0 
1198	0	19	57	 15.1 
1199	0	19	58	 15.0 
1200	0	19	59	 12.7 
1201	0	20	0	 31.6 
1202	0	20	1	129.2 
1203	0	20	2	328.6 
1204	0	20	3	167.4 
1205	0	20	4	 88.1 
1206	0	20	5	 90.8 
1207	0	20	6	185.1 
1208	0	20	7	146.8 
1209	0	20	8	151.0 
1210	0	20	9	133.3 
1211	0	20	10	139.0 
1212	0	20	11	199.5 
1213	0	20	12	300.9 
1214	0	20	13	259.6 
1215	0	20	14	204.0 
1216	0	20	15	150.4 
1217	0	20	16	158.1 
1218	0	20	17	213.8 
1219	0	20	18	231.5 
1220	0	20	19	402.1 
1221	0	20	20	261.1 
1222	0	20	21	140.6 
1223	0	20	22	127.0 
1224	0	20	23	145.3 
1225	0	20	24	129.4 
1226	0	20	25	186.4 
1227	0	20	26	186.2 
1228	0	20	27	153.6 
1229	0	20	28	142.2 
1230	0	20	29	143.2 
1231	0	20	30	142.6 
1232	0	20	31	103.1 
1233	0	20	32	124.8 
1234	0	20	33	114.9 
1235	0	20	34	127.2 
1236	0	20	35	121.3 
1237	0	20	36	143.1 
1238	0	20	37	118.9 
1239	0	20	38	 81.3 
1240	0	20	39	 45.0 
1241	0	20	40	 30.6 
1242	0	20	41	 28.8 
1243	0	20	42	 35.6 
1244	0	20	43	 52.7 
1245	0	20	44	 45.8 
1246	0	20	45	 69.6 
1247	0	20	46	171.7 
1248	0	20	47	160.4 
1249	0	20	48	112.2 
1250	0	20	49	 66.7 
1251	0	20	50	 74.9 
1252	0	20	51	130.1 
1253	0	20	52	126.6 
1254	0	20	53	112.2 
1255	0	20	54	111.4 
1256	0	20	55	120.2 
1257	0	20	56	123.1 
1258	0	20	57	121.5 
1259	0	20	58	130.3 
1260	0	20	59	142.4 
1261	0	21	0	185.4 
1262	0	21	1	149.6 
1263	0	21	2	110.7 
1264	0	21	3	102.7 
1265	0	21	4	112.0 
1266	0	21	5	137.8 
1267	0	21	6	130.0 
1268	0	21	7	138.2 
1269	0	21	8	129.4 
1270	0	21	9	143.1 
1271	0	21	10	122.8 
1272	0	21	11	157.1 
1273	0	21	12	130.2 
1274	0	21	13	122.0 
1275	0	21	14	126.8 
1276	0	21	15	102.3 
1277	0	21	16	 56.2 
1278	0	21	17	 48.2 
1279	0	21	18	 76.8 
1280	0	21	19	 79.2 
1281	0	21	20	 70.0 
1282	0	21	21	 66.8 
1283	0	21	22	 34.2 
1284	0	21	23	 76.8 
1285	0	21	24	 76.5 
1286	0	21	25	 71.6 
1287	0	21	26	 77.2 
1288	0	21	27	 78.6 
1289	0	21	28	 92.6 
1290	0	21	29	104.6 
1291	0	21	30	111.2 
1292	0	21	31	115.7 
1293	0	21	32	113.9 
1294	0	21	33	135.9 
1295	0	21	34	 93.4 
1296	0	21	35	 67.4 
1297	0	21	36	 74.2 
1298	0	21	37	 64.7 
1299	0	21	38	 63.4 
1300	0	21	39	126.9 
1301	0	21	40	 51.2 
1302	0	21	41	 46.2 
1303	0	21	42	 77.6 
1304	0	21	43	101.4 
1305	0	21	44	121.2 
1306	0	21	45	 97.0 
1307	0	21	46	127.3 
1308	0	21	47	145.1 
1309	0	21	48	140.4 
1310	0	21	49	146.4 
1311	0	21	50	126.1 
1312	0	21	51	138.4 
1313	0	21	52	119.7 
1314	0	21	53	121.5 
1315	0	21	54	 97.2 
1316	0	21	55	 63.0 
1317	0	21	56	 81.5 
1318	0	21	57	 94.0 
1319	0	21	58	 85.5 
1320	0	21	59	 80.7 
1321	0	22	0	 72.9 
1322	0	22	1	 64.9 
1323	0	22	2	 27.7 
1324	0	22	3	 53.1 
1325	0	22	4	 50.7 
1326	0	22	5	 89.2 
1327	0	22	6	185.1 
1328	0	22	7	120.7 
1329	0	22	8	127.1 
1330	0	22	9	128.6 
1331	0	22	10	131.5 
1332	0	22	11	120.2 
1333	0	22	12	108.8 
1334	0	22	13	120.2 
1335	0	22	14	121.2 
1336	0	22	15	120.7 
1337	0	22	16	141.9 
1338	0	22	17	102.6 
1339	0	22	18	 79.2 
1340	0	22	19	 94.7 
1341	0	22	20	 94.9 
1342	0	22	21	114.8 
1343	0	22	22	120.4 
1344	0	22	23	100.3 
1345	0	22	24	107.1 
1346	0	22	25	146.1 
1347	0	22	26	166.1 
1348	0	22	27	117.8 
1349	0	22	28	129.1 
1350	0	22	29	 88.5 
1351	0	22	30	121.6 
1352	0	22	31	 73.6 
1353	0	22	32	 53.5 
1354	0	22	33	 35.4 
1355	0	22	34	 15.6 
1356	0	22	35	 40.5 
1357	0	22	36	 55.7 
1358	0	22	37	 79.4 
1359	0	22	38	 83.9 
1360	0	22	39	 90.6 
1361	0	22	40	 29.7 
1362	0	22	41	 48.1 
1363	0	22	42	 50.1 
1364	0	22	43	 56.4 
1365	0	22	44	114.2 
1366	0	22	45	101.6 
1367	0	22	46	114.1 
1368	0	22	47	121.2 
1369	0	22	48	260.7 
1370	0	22	49	275.2 
1371	0	22	50	174.7 
1372	0	22	51	123.5 
1373	0	22	52	126.3 
1374	0	22	53	121.7 
1375	0	22	54	121.1 
1376	0	22	55	119.3 
1377	0	22	56	134.8 
1378	0	22	57	148.7 
1379	0	22	58	143.3 
1380	0	22	59	140.0 
1381	0	23	0	142.3 
1382	0	23	1	182.3 
1383	0	23	2	189.3 
1384	0	23	3	133.8 
1385	0	23	4	118.8 
1386	0	23	5	137.9 
1387	0	23	6	104.1 
1388	0	23	7	 94.8 
1389	0	23	8	120.9 
1390	0	23	9	131.3 
1391	0	23	10	111.8 
1392	0	23	11	120.1 
1393	0	23	12	115.0 
1394	0	23	13	129.2 
1395	0	23	14	126.1 
1396	0	23	15	122.6 
1397	0	23	16	119.7 
1398	0	23	17	 76.3 
1399	0	23	18	 73.0 
1400	0	23	19	 33.0 
1401	0	23	20	 31.1 
1402	0	23	21	 30.0 
1403	0	23	22	 35.8 
1404	0	23	23	 43.2 
1405	0	23	24	 76.9 
1406	0	23	25	 76.0 
1407	0	23	26	 95.9 
1408	0	23	27	 75.8 
1409	0	23	28	 59.8 
1410	0	23	29	124.1 
1411	0	23	30	134.0 
1412	0	23	31	100.9 
1413	0	23	32	 99.6 
1414	0	23	33	101.1 
1415	0	23	34	108.0 
1416	0	23	35	117.4 
1417	0	23	36	125.0 
1418	0	23	37	122.0 
1419	0	23	38	128.6 
1420	0	23	39	126.2 
1421	0	23	40	129.5 
1422	0	23	41	125.2 
1423	0	23	42	130.8 
1424	0	23	43	135.2 
1425	0	23	44	152.8 
1426	0	23	45	139.6 
1427	0	23	46	149.6 
1428	0	23	47	129.8 
1429	0	23	48	119.2 
1430	0	23	49	122.3 
1431	0	23	50	124.0 
1432	0	23	51	123.7 
1433	0	23	52	121.8 
1434	0	23	53	109.8 
1435	0	23	54	120.5 
1436	0	23	55	122.3 
1437	0	23	56	159.2 
1438	0	23	57	118.5 
1439	0	23	58	101.3 
1440	0	23	59	109.6 
1441	0	24	0	 58.0 
1442	0	24	1	 31.9 
1443	0	24	2	 30.2 
1444	0	24	3	 29.6 
1445	0	24	4	 23.4 
1446	0	24	5	 22.4 
1447	0	24	6	 11.7 
1448	0	24	7	 26.1 
1449	0	24	8	 55.8 
1450	0	24	9	 76.5 
1451	0	24	10	115.0 
1452	0	24	11	114.6 
1453	0	24	12	103.9 
1454	0	24	13	 88.0 
1455	0	24	14	109.1 
1456	0	24	15	130.1 
1457	0	24	16	122.8 
1458	0	24	17	124.3 
1459	0	24	18	128.5 
1460	0	24	19	131.4 
1461	0	24	20	147.0 
1462	0	24	21	132.3 
1463	0	24	22	134.2 
1464	0	24	23	125.8 
1465	0	24	24	123.6 
1466	0	24	25	125.2 
1467	0	24	26	112.6 
1468	0	24	27	115.3 
1469	0	24	28	119.3 
1470	0	24	29	159.0 
1471	0	24	30	195.3 
1472	0	24	31	176.2 
1473	0	24	32	182.1 
1474	0	24	33	132.6 
1475	0	24	34	163.9 
1476	0	24	35	177.7 
1477	0	24	36	179.3 
1478	0	24	37	160.1 
1479	0	24	38	172.2 
1480	0	24	39	159.5 
1481	0	24	40	145.0 
1482	0	24	41	171.8 
1483	0	24	42	166.6 
1484	0	24	43	 61.1 
1485	0	24	44	 57.8 
1486	0	24	45	 25.4 
1487	0	24	46	 48.8 
1488	0	24	47	 38.9 
1489	0	24	48	 38.4 
1490	0	24	49	 40.7 
1491	0	24	50	 43.6 
1492	0	24	51	 53.1 
1493	0	24	52	 57.1 
1494	0	24	53	 42.5 
1495	0	24	54	 35.8 
1496	0	24	55	 63.2 
1497	0	24	56	 70.2 
1498	0	24	57	 82.4 
1499	0	24	58	 89.9 
1500	0	24	59	146.8 
1501	0	25	0	141.4 
1502	0	25	1	126.5 
1503	0	25	2	122.8 
1504	0	25	3	143.6 
1505	0	25	4	153.6 
1506	0	25	5	149.0 
1507	0	25	6	152.6 
1508	0	25	7	135.9 
1509	0	25	8	117.1 
1510	0	25	9	136.7 
1511	0	25	10	124.5 
1512	0	25	11	162.2 
1513	0	25	12	145.5 
1514	0	25	13	129.0 
1515	0	25	14	123.4 
1516	0	25	15	110.3 
1517	0	25	16	 93.7 
1518	0	25	17	 92.2 
1519	0	25	18	 95.4 
1520	0	25	19	 82.4 
1521	0	25	20	 84.1 
1522	0	25	21	107.7 
1523	0	25	22	112.5 
1524	0	25	23	108.4 
1525	0	25	24	119.7 
1526	0	25	25	125.1 
1527	0	25	26	127.3 
1528	0	25	27	133.2 
1529	0	25	28	138.8 
1530	0	25	29	137.8 
1531	0	25	30	142.7 
1532	0	25	31	 90.0 
1533	0	25	32	 38.1 
1534	0	25	33	 32.7 
1535	0	25	34	 48.6 
1536	0	25	35	 37.9 
1537	0	25	36	 39.6 
1538	0	25	37	 48.7 
1539	0	25	38	 64.9 
1540	0	25	39	 77.5 
1541	0	25	40	 81.5 
1542	0	25	41	 44.1 
1543	0	25	42	 81.6 
1544	0	25	43	107.1 
1545	0	25	44	102.8 
1546	0	25	45	105.6 
1547	0	25	46	110.3 
1548	0	25	47	126.9 
1549	0	25	48	152.0 
1550	0	25	49	156.0 
1551	0	25	50	143.0 
1552	0	25	51	137.2 
1553	0	25	52	126.4 
1554	0	25	53	146.3 
1555	0	25	54	146.3 
1556	0	25	55	142.7 
1557	0	25	56	117.3 
1558	0	25	57	101.6 
1559	0	25	58	102.4 
1560	0	25	59	117.2 
1561	0	26	0	144.5 
1562	0	26	1	 76.3 
1563	0	26	2	 61.3 
1564	0	26	3	 64.3 
1565	0	26	4	104.2 
1566	0	26	5	111.0 
1567	0	26	6	152.6 
1568	0	26	7	141.3 
1569	0	26	8	146.9 
1570	0	26	9	143.9 
1571	0	26	10	139.1 
1572	0	26	11	145.6 
1573	0	26	12	151.9 
1574	0	26	13	145.6 
1575	0	26	14	 84.0 
1576	0	26	15	 37.6 
1577	0	26	16	 27.4 
1578	0	26	17	 92.4 
1579	0	26	18	 75.0 
1580	0	26	19	 82.2 
1581	0	26	20	 77.9 
1582	0	26	21	 78.3 
1583	0	26	22	 75.5 
1584	0	26	23	 92.7 
1585	0	26	24	100.9 
1586	0	26	25	109.6 
1587	0	26	26	145.8 
1588	0	26	27	184.0 
1589	0	26	28	147.5 
1590	0	26	29	144.8 
1591	0	26	30	138.1 
1592	0	26	31	147.9 
1593	0	26	32	137.8 
1594	0	26	33	133.8 
1595	0	26	34	137.0 
1596	0	26	35	127.4 
1597	0	26	36	114.0 
1598	0	26	37	111.8 
1599	0	26	38	126.9 
1600	0	26	39	136.8 
1601	0	26	40	150.7 
1602	0	26	41	129.2 
1603	0	26	42	130.6 
1604	0	26	43	127.2 
1605	0	26	44	126.8 
1606	0	26	45	127.0 
1607	0	26	46	129.8 
1608	0	26	47	104.6 
1609	0	26	48	117.2 
1610	0	26	49	 85.2 
1611	0	26	50	 78.1 
1612	0	26	51	 32.0 
1613	0	26	52	 24.8 
1614	0	26	53	 40.2 
1615	0	26	54	 66.2 
1616	0	26	55	 84.7 
1617	0	26	56	197.6 
1618	0	26	57	184.1 
1619	0	26	58	259.9 
1620	0	26	59	159.7 
1621	0	27	0	120.1 
1622	0	27	1	 89.1 
1623	0	27	2	 56.1 
1624	0	27	3	 28.3 
1625	0	27	4	 17.9 
1626	0	27	5	 12.3 
1627	0	27	6	  4.7 
1628	0	27	7	 19.7 
1629	0	27	8	 20.1 
1630	0	27	9	 14.2 
1631	0	27	10	 11.3 
1632	0	27	11	 17.9 
1633	0	27	12	 87.0 
1634	0	27	13	 69.5 
1635	0	27	14	109.4 
1636	0	27	15	 89.2 
1637	0	27	16	 92.5 
1638	0	27	17	 68.1 
1639	0	27	18	 61.0 
1640	0	27	19	 51.6 
1641	0	27	20	 40.5 
1642	0	27	21	 60.7 
1643	0	27	22	118.7 
1644	0	27	23	102.6 
1645	0	27	24	 83.2 
1646	0	27	25	 58.2 
1647	0	27	26	 48.3 
1648	0	27	27	189.6 
1649	0	27	28	224.2 
1650	0	27	29	122.7 
1651	0	27	30	 51.7 
1652	0	27	31	 93.9 
1653	0	27	32	 92.8 
1654	0	27	33	123.3 
1655	0	27	34	 65.7 
1656	0	27	35	 46.2 
1657	0	27	36	 20.3 
1658	0	27	37	 12.3 
1659	0	27	38	 15.9 
1660	0	27	39	  9.4 
1661	0	27	40	 10.7 
1662	0	27	41	 13.0 
1663	0	27	42	  9.1 
1664	0	27	43	  9.8 
1665	0	27	44	  6.3 
1666	0	27	45	 21.2 
1667	0	27	46	 65.9 
1668	0	27	47	216.9 
1669	0	27	48	289.2 
1670	0	27	49	210.9 
1671	0	27	50	277.0 
1672	0	27	51	277.4 
1673	0	27	52	163.3 
1674	0	27	53	140.2 
1675	0	27	54	155.4 
1676	0	27	55	232.6 
1677	0	27	56	176.7 
1678	0	27	57	191.8 
1679	0	27	58	128.3 
1680	0	27	59	130.9 
1681	0	28	0	137.8 
1682	0	28	1	159.2 
1683	0	28	2	180.4 
1684	0	28	3	164.0 
1685	0	28	4	162.6 
1686	0	28	5	173.2 
1687	0	28	6	190.6 
1688	0	28	7	227.4 
1689	0	28	8	215.5 
1690	0	28	9	212.5 
1691	0	28	10	158.5 
1692	0	28	11	193.6 
1693	0	28	12	159.6 
1694	0	28	13	199.0 
1695	0	28	14	120.1 
1696	0	28	15	102.4 
1697	0	28	16	157.2 
1698	0	28	17	186.8 
1699	0	28	18	128.2 
1700	0	28	19	 92.0 
1701	0	28	20	 90.6 
1702	0	28	21	 80.9 
1703	0	28	22	 75.6 
1704	0	28	23	107.7 
1705	0	28	24	109.1 
1706	0	28	25	 34.3 
1707	0	28	26	 56.8 
1708	0	28	27	129.5 
1709	0	28	28	164.6 
1710	0	28	29	116.3 
1711	0	28	30	107.9 
1712	0	28	31	119.9 
1713	0	28	32	126.3 
1714	0	28	33	136.6 
1715	0	28	34	117.3 
1716	0	28	35	107.1 
1717	0	28	36	117.0 
1718	0	28	37	117.9 
1719	0	28	38	104.6 
1720	0	28	39	105.9 
1721	0	28	40	135.6 
1722	0	28	41	122.0 
1723	0	28	42	126.0 
1724	0	28	43	110.1 
1725	0	28	44	109.5 
1726	0	28	45	 95.7 
1727	0	28	46	100.2 
1728	0	28	47	123.9 
1729	0	28	48	129.3 
1730	0	28	49	 86.5 
1731	0	28	50	 87.1 
1732	0	28	51	143.3 
1733	0	28	52	110.7 
1734	0	28	53	 73.6 
1735	0	28	54	 79.5 
1736	0	28	55	 48.4 
1737	0	28	56	 39.6 
1738	0	28	57	 41.0 
1739	0	28	58	 63.6 
1740	0	28	59	 48.8 
1741	0	29	0	 77.3 
1742	0	29	1	 93.9 
1743	0	29	2	 97.2 
1744	0	29	3	 99.8 
1745	0	29	4	 93.3 
1746	0	29	5	108.0 
1747	0	29	6	107.3 
1748	0	29	7	194.4 
1749	0	29	8	363.6 
1750	0	29	9	221.6 
1751	0	29	10	249.1 
1752	0	29	11	238.0 
1753	0	29	12	153.2 
1754	0	29	13	155.1 
1755	0	29	14	140.9 
1756	0	29	15	158.7 
1757	0	29	16	151.3 
1758	0	29	17	155.8 
1759	0	29	18	145.6 
1760	0	29	19	136.1 
1761	0	29	20	119.6 
1762	0	29	21	142.5 
1763	0	29	22	165.6 
1764	0	29	23	198.0 
1765	0	29	24	184.9 
1766	0	29	25	185.0 
1767	0	29	26	188.9 
1768	0	29	27	174.6 
1769	0	29	28	122.1 
1770	0	29	29	160.8 
1771	0	29	30	 60.8 
1772	0	29	31	 74.0 
1773	0	29	32	 35.9 
1774	0	29	33	 19.8 
1775	0	29	34	 15.5 
1776	0	29	35	 13.3 
1777	0	29	36	 21.8 
1778	0	29	37	 24.0 
1779	0	29	38	 20.2 
1780	0	29	39	 13.3 
1781	0	29	40	 34.2 
1782	0	29	41	111.8 
1783	0	29	42	 60.5 
1784	0	29	43	 80.2 
1785	0	29	44	109.9 
1786	0	29	45	104.6 
1787	0	29	46	123.8 
1788	0	29	47	102.1 
1789	0	29	48	 94.5 
1790	0	29	49	147.2 
1791	0	29	50	130.7 
1792	0	29	51	109.9 
1793	0	29	52	117.1 
1794	0	29	53	149.1 
1795	0	29	54	252.1 
1796	0	29	55	279.3 
1797	0	29	56	190.8 
1798	0	29	57	215.4 
1799	0	29	58	170.3 
1800	0	29	59	148.1 
1801	0	30	0	136.6 
1802	0	30	1	167.0 
1803	0	30	2	176.0 
1804	0	30	3	183.7 
1805	0	30	4	128.7 
1806	0	30	5	128.5 
1807	0	30	6	123.6 
1808	0	30	7	131.5 
1809	0	30	8	101.8 
1810	0	30	9	 76.4 
1811	0	30	10	 76.8 
1812	0	30	11	 64.2 
1813	0	30	12	143.5 
1814	0	30	13	 88.6 
1815	0	30	14	 80.2 
1816	0	30	15	 82.6 
1817	0	30	16	132.6 
1818	0	30	17	107.6 
1819	0	30	18	 38.5 
1820	0	30	19	 34.2 
1821	0	30	20	 91.0 
1822	0	30	21	107.1 
1823	0	30	22	 93.5 
1824	0	30	23	132.7 
1825	0	30	24	121.9 
1826	0	30	25	108.7 
1827	0	30	26	113.2 
1828	0	30	27	125.9 
1829	0	30	28	215.0 
1830	0	30	29	173.8 
1831	0	30	30	131.9 
1832	0	30	31	125.3 
1833	0	30	32	177.9 
1834	0	30	33	118.2 
1835	0	30	34	123.0 
1836	0	30	35	121.8 
1837	0	30	36	158.0 
1838	0	30	37	148.5 
1839	0	30	38	126.2 
1840	0	30	39	123.0 
1841	0	30	40	158.4 
1842	0	30	41	117.6 
1843	0	30	42	123.8 
1844	0	30	43	177.7 
1845	0	30	44	147.0 
1846	0	30	45	 83.3 
1847	0	30	46	123.0 
1848	0	30	47	155.7 
1849	0	30	48	 77.8 
1850	0	30	49	 38.9 
1851	0	30	50	 35.2 
1852	0	30	51	 48.4 
1853	0	30	52	 59.6 
1854	0	30	53	 68.6 
1855	0	30	54	 43.8 
1856	0	30	55	 24.3 
1857	0	30	56	 36.8 
1858	0	30	57	 92.2 
1859	0	30	58	 75.6 
