              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name:  
Subject No:  
Date of Birth:  
Subject Address:  
Operator:   
Date: 13:35:32 (12/3/2026) 
DRT4 Serial Number: #3173 
Comment:  
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   1/sec 
Time Constant: off 
Time Offset: 0.5 sec 
Time Offset: 0 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 
1	0	0	0	 85.7 
2	0	0	1	 87.6 
739	0	12	18	 97.1 
740	0	12	19	 95.5 
741	0	12	20	110.7 
742	0	12	21	146.7 
743	0	12	22	164.9 
744	0	12	23	136.8 
745	0	12	24	142.0 
746	0	12	25	114.9 
747	0	12	26	120.5 
748	0	12	27	127.8 
749	0	12	28	134.1 
750	0	12	29	106.5 
751	0	12	30	 86.8 
752	0	12	31	100.7 
753	0	12	32	105.9 
754	0	12	33	142.1 
755	0	12	34	192.4 
756	0	12	35	123.3 
757	0	12	36	107.7 
758	0	12	37	106.2 
759	0	12	38	131.1 
760	0	12	39	162.5 
761	0	12	40	172.8 
762	0	12	41	199.1 
763	0	12	42	228.3 
764	0	12	43	201.8 
765	0	12	44	127.0 
766	0	12	45	 94.6 
767	0	12	46	110.2 
768	0	12	47	 86.3 
769	0	12	48	 68.4 
770	0	12	49	 69.6 
771	0	12	50	 63.9 
772	0	12	51	 60.5 
773	0	12	52	 60.5 
774	0	12	53	 54.8 
775	0	12	54	109.2 
776	0	12	55	 93.3 
777	0	12	56	 72.0 
778	0	12	57	 78.7 
779	0	12	58	 89.8 
780	0	12	59	114.0 
781	0	13	0	140.6 
782	0	13	1	130.9 
783	0	13	2	114.1 
784	0	13	3	161.2 
785	0	13	4	155.3 
786	0	13	5	120.3 
787	0	13	6	133.3 
788	0	13	7	109.8 
789	0	13	8	121.8 
790	0	13	9	105.2 
791	0	13	10	 85.2 
792	0	13	11	 84.9 
793	0	13	12	148.7 
794	0	13	13	 68.4 
795	0	13	14	 23.9 
796	0	13	15	 39.2 
797	0	13	16	 44.9 
798	0	13	17	108.8 
799	0	13	18	195.4 
800	0	13	19	202.1 
801	0	13	20	212.2 
802	0	13	21	222.0 
803	0	13	22	213.6 
804	0	13	23	171.8 
805	0	13	24	152.3 
806	0	13	25	118.3 
807	0	13	26	111.8 
808	0	13	27	109.3 
809	0	13	28	178.1 
810	0	13	29	162.3 
811	0	13	30	166.8 
812	0	13	31	170.9 
813	0	13	32	137.8 
814	0	13	33	137.4 
815	0	13	34	155.0 
816	0	13	35	 98.7 
817	0	13	36	 58.5 
818	0	13	37	 63.2 
819	0	13	38	 68.8 
820	0	13	39	 47.9 
821	0	13	40	 31.5 
822	0	13	41	 37.2 
823	0	13	42	 35.1 
824	0	13	43	 20.2 
825	0	13	44	  6.9 
826	0	13	45	 15.1 
827	0	13	46	  6.1 
828	0	13	47	 16.5 
829	0	13	48	 16.6 
830	0	13	49	 18.2 
831	0	13	50	 41.8 
832	0	13	51	 54.0 
833	0	13	52	 62.0 
834	0	13	53	 65.5 
835	0	13	54	 56.7 
836	0	13	55	 56.2 
837	0	13	56	 46.7 
838	0	13	57	 27.5 
839	0	13	58	 31.2 
840	0	13	59	 30.0 
841	0	14	0	 43.0 
842	0	14	1	 38.2 
843	0	14	2	 33.2 
844	0	14	3	 24.1 
845	0	14	4	 23.8 
846	0	14	5	 30.0 
847	0	14	6	 32.3 
848	0	14	7	 36.7 
849	0	14	8	 38.6 
850	0	14	9	 35.4 
851	0	14	10	 40.2 
852	0	14	11	 49.1 
853	0	14	12	 65.0 
854	0	14	13	 65.4 
855	0	14	14	 72.5 
856	0	14	15	 49.8 
857	0	14	16	 38.4 
858	0	14	17	 27.9 
859	0	14	18	 24.8 
860	0	14	19	 31.0 
861	0	14	20	 35.3 
862	0	14	21	 32.4 
863	0	14	22	 37.7 
864	0	14	23	 36.4 
865	0	14	24	 48.6 
