              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name: Ethan
Subject No: 
Date of Birth: 
Subject Address: 
Operator:  
Date: 16:16:47 (29/9/2025)
DRT4 Serial Number: #3173
Comment: 3pts pulling
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   1/sec 
Time Constant: off 
Time Offset: 0.5 sec 
Time Offset: 0 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 	F2 
1	0	0	0	 59.5	  0.0 
2	0	0	1	 62.0	  0.0 
123	0	2	2	 45.0	  0.0 
124	0	2	3	 22.4	  0.0 
125	0	2	4	 29.4	  0.0 
126	0	2	5	 41.7	  0.0 
127	0	2	6	 38.6	  0.0 
128	0	2	7	 60.1	  0.0 
129	0	2	8	 62.8	  0.0 
130	0	2	9	 63.0	  0.0 
131	0	2	10	 67.4	  0.0 
132	0	2	11	 68.1	  0.0 
133	0	2	12	 44.0	  0.0 
134	0	2	13	 47.3	  0.0 
135	0	2	14	 84.0	  0.0 
136	0	2	15	 46.3	  0.0 
137	0	2	16	 39.8	  0.0 
138	0	2	17	 30.8	  0.0 
139	0	2	18	 46.8	  0.0 
140	0	2	19	 62.9	  0.0 
141	0	2	20	 67.1	  0.0 
142	0	2	21	 82.0	  0.0 
143	0	2	22	 66.8	  0.0 
144	0	2	23	 51.0	  0.0 
145	0	2	24	 70.9	  0.0 
146	0	2	25	 82.8	  0.0 
147	0	2	26	 79.9	  0.0 
148	0	2	27	 66.0	  0.0 
149	0	2	28	 35.8	  0.0 
150	0	2	29	 38.1	  0.0 
151	0	2	30	 58.0	  0.0 
152	0	2	31	 60.7	  0.0 
153	0	2	32	 91.2	  0.0 
154	0	2	33	 70.4	  0.0 
155	0	2	34	 75.7	  0.0 
156	0	2	35	 65.7	  0.0 
157	0	2	36	 66.1	  0.0 
158	0	2	37	 66.1	  0.0 
159	0	2	38	107.1	  0.0 
160	0	2	39	 32.7	  0.0 
161	0	2	40	 77.3	  0.0 
162	0	2	41	 66.7	  0.0 
163	0	2	42	 65.8	  0.0 
164	0	2	43	 84.6	  0.0 
165	0	2	44	126.7	  0.0 
166	0	2	45	 90.8	  0.0 
167	0	2	46	 84.3	  0.0 
168	0	2	47	 80.2	  0.0 
169	0	2	48	 81.4	  0.0 
170	0	2	49	 70.4	  0.0 
171	0	2	50	 95.0	  0.0 
172	0	2	51	 22.2	  0.0 
173	0	2	52	 27.7	  0.0 
174	0	2	53	 29.8	  0.0 
175	0	2	54	 23.9	  0.0 
176	0	2	55	 35.7	  0.0 
177	0	2	56	 25.7	  0.0 
178	0	2	57	 29.8	  0.0 
179	0	2	58	 60.6	  0.0 
180	0	2	59	 60.6	  0.0 
181	0	3	0	 60.1	  0.0 
182	0	3	1	 65.1	  0.0 
183	0	3	2	 62.6	  0.0 
184	0	3	3	 77.6	  0.0 
185	0	3	4	131.2	  0.0 
186	0	3	5	 93.8	  0.0 
187	0	3	6	106.7	  0.0 
188	0	3	7	110.3	  0.0 
189	0	3	8	113.8	  0.0 
190	0	3	9	 97.8	  0.0 
191	0	3	10	 64.2	  0.0 
192	0	3	11	180.6	  0.0 
193	0	3	12	 45.6	  0.0 
194	0	3	13	 46.8	  0.0 
195	0	3	14	 83.8	  0.0 
196	0	3	15	142.2	  0.0 
197	0	3	16	223.9	  0.0 
198	0	3	17	176.0	  0.0 
199	0	3	18	229.3	  0.0 
200	0	3	19	185.8	  0.0 
201	0	3	20	 81.7	  0.0 
202	0	3	21	 34.8	  0.0 
203	0	3	22	 45.1	  0.0 
204	0	3	23	 32.6	  0.0 
205	0	3	24	 80.7	  0.0 
206	0	3	25	 49.1	  0.0 
207	0	3	26	108.1	  0.0 
208	0	3	27	215.0	  0.0 
209	0	3	28	174.9	  0.0 
210	0	3	29	123.5	  0.0 
211	0	3	30	137.8	  0.0 
212	0	3	31	147.0	  0.0 
213	0	3	32	 63.8	  0.0 
214	0	3	33	 36.0	  0.0 
215	0	3	34	 40.6	  0.0 
216	0	3	35	 65.2	  0.0 
217	0	3	36	 61.4	  0.0 
218	0	3	37	 51.5	  0.0 
219	0	3	38	170.4	  0.0 
220	0	3	39	304.6	  0.0 
221	0	3	40	217.9	  0.0 
222	0	3	41	154.6	  0.0 
223	0	3	42	115.5	  0.0 
224	0	3	43	 70.7	  0.0 
225	0	3	44	128.8	  0.0 
226	0	3	45	 61.7	  0.0 
227	0	3	46	 54.2	  0.0 
228	0	3	47	103.1	  0.0 
229	0	3	48	 49.2	  0.0 
230	0	3	49	 72.3	  0.0 
231	0	3	50	243.5	  0.0 
232	0	3	51	314.4	  0.0 
233	0	3	52	221.9	  0.0 
234	0	3	53	168.8	  0.0 
235	0	3	54	119.6	  0.0 
236	0	3	55	130.2	  0.0 
237	0	3	56	111.1	  0.0 
238	0	3	57	138.9	  0.0 
239	0	3	58	186.7	  0.0 
240	0	3	59	101.7	  0.0 
241	0	4	0	109.0	  0.0 
242	0	4	1	120.0	  0.0 
243	0	4	2	265.9	  0.0 
244	0	4	3	255.7	  0.0 
245	0	4	4	175.0	  0.0 
246	0	4	5	127.0	  0.0 
247	0	4	6	186.0	  0.0 
248	0	4	7	150.6	  0.0 
249	0	4	8	124.8	  0.0 
250	0	4	9	111.3	  0.0 
251	0	4	10	109.9	  0.0 
252	0	4	11	179.0	  0.0 
253	0	4	12	 91.2	  0.0 
254	0	4	13	206.9	  0.0 
255	0	4	14	462.9	  0.0 
256	0	4	15	152.3	  0.0 
257	0	4	16	257.1	  0.0 
258	0	4	17	247.4	  0.0 
259	0	4	18	217.4	  0.0 
260	0	4	19	110.6	  0.0 
261	0	4	20	108.9	  0.0 
262	0	4	21	197.5	  0.0 
263	0	4	22	143.0	  0.0 
264	0	4	23	145.0	  0.0 
265	0	4	24	112.4	  0.0 
266	0	4	25	234.4	  0.0 
267	0	4	26	278.2	  0.0 
268	0	4	27	182.1	  0.0 
269	0	4	28	125.4	  0.0 
270	0	4	29	133.5	  0.0 
271	0	4	30	149.4	  0.0 
272	0	4	31	172.2	  0.0 
273	0	4	32	147.8	  0.0 
274	0	4	33	 88.7	  0.0 
275	0	4	34	 92.8	  0.0 
276	0	4	35	150.9	  0.0 
277	0	4	36	113.6	  0.0 
278	0	4	37	226.8	  0.0 
279	0	4	38	314.0	  0.0 
280	0	4	39	162.5	  0.0 
281	0	4	40	 99.2	  0.0 
282	0	4	41	109.1	  0.0 
283	0	4	42	 89.0	  0.0 
284	0	4	43	199.2	  0.0 
285	0	4	44	190.1	  0.0 
286	0	4	45	242.7	  0.0 
287	0	4	46	225.5	  0.0 
288	0	4	47	217.2	  0.0 
289	0	4	48	139.3	  0.0 
290	0	4	49	203.8	  0.0 
291	0	4	50	219.5	  0.0 
292	0	4	51	159.5	  0.0 
293	0	4	52	148.3	  0.0 
294	0	4	53	214.8	  0.0 
295	0	4	54	199.0	  0.0 
296	0	4	55	158.2	  0.0 
297	0	4	56	121.0	  0.0 
298	0	4	57	103.3	  0.0 
299	0	4	58	211.4	  0.0 
300	0	4	59	 61.1	  0.0 
301	0	5	0	  0.0	  0.0 
302	0	5	1	  0.0	  0.0 
303	0	5	2	  0.0	  0.0 
304	0	5	3	  0.0	  0.0 
305	0	5	4	  0.0	  0.0 
306	0	5	5	  0.0	  0.0 
307	0	5	6	  0.0	  0.0 
308	0	5	7	  0.0	  0.0 
309	0	5	8	  0.0	  0.0 
310	0	5	9	  0.0	  0.0 
311	0	5	10	  0.0	  0.0 
312	0	5	11	  0.0	  0.0 
313	0	5	12	  0.0	  0.0 
314	0	5	13	  0.0	  0.0 
315	0	5	14	  0.0	  0.0 
316	0	5	15	  0.0	  0.0 
317	0	5	16	  0.0	  0.0 
318	0	5	17	  0.0	  0.0 
319	0	5	18	  0.0	  0.0 
320	0	5	19	  0.0	  0.0 
321	0	5	20	  0.0	  0.0 
322	0	5	21	  0.0	  0.0 
323	0	5	22	  0.0	  0.0 
324	0	5	23	  0.0	  0.0 
325	0	5	24	  0.0	  0.0 
326	0	5	25	  0.0	  0.0 
327	0	5	26	  0.0	  0.0 
328	0	5	27	  0.0	  0.0 
329	0	5	28	  0.0	  0.0 
330	0	5	29	  0.0	  0.0 
331	0	5	30	  0.0	  0.0 
332	0	5	31	  0.0	  0.0 
333	0	5	32	  0.0	  0.0 
334	0	5	33	  0.0	  0.0 
335	0	5	34	  0.0	  0.0 
336	0	5	35	  0.0	  0.0 
337	0	5	36	  0.0	  0.0 
338	0	5	37	  0.0	  0.0 
339	0	5	38	  0.0	  0.0 
340	0	5	39	  0.0	  0.0 
341	0	5	40	  0.0	  0.0 
342	0	5	41	  0.0	  0.0 
343	0	5	42	  0.0	  0.0 
344	0	5	43	  0.0	  0.0 
345	0	5	44	  0.0	  0.0 
346	0	5	45	  0.0	  0.0 
347	0	5	46	  0.0	  0.0 
348	0	5	47	  0.0	  0.0 
349	0	5	48	  0.0	  0.0 
350	0	5	49	  0.0	  0.0 
351	0	5	50	  0.0	  0.0 
352	0	5	51	  0.0	  0.0 
353	0	5	52	  0.0	  0.0 
354	0	5	53	  0.0	  0.0 
355	0	5	54	  0.0	  0.0 
356	0	5	55	  0.0	  0.0 
357	0	5	56	  0.0	  0.0 
358	0	5	57	  0.0	  0.0 
359	0	5	58	  0.0	  0.0 
360	0	5	59	  0.0	  0.0 
361	0	6	0	  0.0	  0.0 
362	0	6	1	  0.0	  0.0 
363	0	6	2	  0.0	  0.0 
364	0	6	3	  0.0	  0.0 
365	0	6	4	  0.0	  0.0 
366	0	6	5	  0.0	  0.0 
367	0	6	6	  0.0	  0.0 
368	0	6	7	  0.0	  0.0 
369	0	6	8	  0.0	  0.0 
370	0	6	9	  0.0	  0.0 
371	0	6	10	  0.0	  0.0 
372	0	6	11	  0.0	  0.0 
373	0	6	12	  0.0	  0.0 
374	0	6	13	  0.0	  0.0 
375	0	6	14	  0.0	  0.0 
376	0	6	15	  0.0	  0.0 
377	0	6	16	  0.0	  0.0 
378	0	6	17	  0.0	  0.0 
379	0	6	18	  0.0	  0.0 
380	0	6	19	  0.0	  0.0 
381	0	6	20	  0.0	  0.0 
382	0	6	21	  0.0	  0.0 
383	0	6	22	  0.0	  0.0 
384	0	6	23	  0.0	  0.0 
385	0	6	24	  0.0	  0.0 
386	0	6	25	  0.0	  0.0 
387	0	6	26	  0.0	  0.0 
388	0	6	27	  0.0	  0.0 
389	0	6	28	  0.0	  0.0 
390	0	6	29	  0.0	  0.0 
391	0	6	30	  0.0	  0.0 
392	0	6	31	  0.0	  0.0 
393	0	6	32	  0.0	  0.0 
394	0	6	33	  0.0	  0.0 
395	0	6	34	  0.0	  0.0 
396	0	6	35	  0.0	  0.0 
397	0	6	36	  0.0	  0.0 
398	0	6	37	  0.0	  0.0 
399	0	6	38	  0.0	  0.0 
400	0	6	39	  0.0	  0.0 
401	0	6	40	  0.0	  0.0 
402	0	6	41	  0.0	  0.0 
403	0	6	42	  0.0	  0.0 
404	0	6	43	  0.0	  0.0 
405	0	6	44	  0.0	  0.0 
406	0	6	45	  0.0	  0.0 
407	0	6	46	  0.0	  0.0 
408	0	6	47	  0.0	  0.0 
409	0	6	48	  0.0	  0.0 
410	0	6	49	  0.0	  0.0 
411	0	6	50	  0.0	  0.0 
412	0	6	51	  0.0	  0.0 
413	0	6	52	  0.0	  0.0 
414	0	6	53	  0.0	  0.0 
415	0	6	54	  0.0	  0.0 
416	0	6	55	  0.0	  0.0 
417	0	6	56	  0.0	  0.0 
418	0	6	57	  0.0	  0.0 
419	0	6	58	  0.0	  0.0 
420	0	6	59	  0.0	  0.0 
421	0	7	0	 11.2	  0.0 
422	0	7	1	 20.5	  0.0 
423	0	7	2	 18.4	  0.0 
424	0	7	3	 12.2	  0.0 
425	0	7	4	  9.8	  0.0 
426	0	7	5	  6.9	  0.0 
427	0	7	6	  6.0	  0.0 
428	0	7	7	  5.4	  0.0 
429	0	7	8	  3.0	  0.0 
430	0	7	9	  2.3	  0.0 
431	0	7	10	  0.7	  0.0 
432	0	7	11	  2.2	  0.0 
433	0	7	12	  2.2	  0.0 
434	0	7	13	  3.2	  0.0 
435	0	7	14	  1.4	  0.0 
436	0	7	15	  2.3	  0.0 
437	0	7	16	  4.2	  0.0 
438	0	7	17	  3.4	  0.0 
439	0	7	18	  2.4	  0.0 
440	0	7	19	  2.3	  0.0 
441	0	7	20	  4.2	  0.0 
442	0	7	21	  3.9	  0.0 
443	0	7	22	  3.0	  0.0 
444	0	7	23	  1.6	  0.0 
445	0	7	24	  3.0	  0.0 
446	0	7	25	  5.0	  0.0 
447	0	7	26	  3.1	  0.0 
448	0	7	27	  5.2	  0.0 
449	0	7	28	  3.5	  0.0 
450	0	7	29	  4.7	  0.0 
451	0	7	30	  4.9	  0.0 
452	0	7	31	  3.8	  0.0 
453	0	7	32	  5.4	  0.0 
454	0	7	33	  3.2	  0.0 
455	0	7	34	  2.5	  0.0 
456	0	7	35	  6.0	  0.0 
457	0	7	36	  9.7	  0.0 
458	0	7	37	  9.9	  0.0 
459	0	7	38	  8.5	  0.0 
460	0	7	39	  9.0	  0.0 
461	0	7	40	  9.8	  0.0 
462	0	7	41	 13.7	  0.0 
463	0	7	42	 13.6	  0.0 
464	0	7	43	 10.0	  0.0 
465	0	7	44	  8.4	  0.0 
466	0	7	45	  9.2	  0.0 
467	0	7	46	  6.6	  0.0 
468	0	7	47	  6.0	  0.0 
469	0	7	48	  4.0	  0.0 
470	0	7	49	  4.8	  0.0 
471	0	7	50	  4.7	  0.0 
472	0	7	51	  5.2	  0.0 
473	0	7	52	  2.5	  0.0 
474	0	7	53	  5.3	  0.0 
475	0	7	54	  3.3	  0.0 
476	0	7	55	  4.2	  0.0 
477	0	7	56	  4.6	  0.0 
478	0	7	57	  1.6	  0.0 
479	0	7	58	  3.0	  0.0 
480	0	7	59	  6.2	  0.0 
481	0	8	0	  4.6	  0.0 
482	0	8	1	  5.0	  0.0 
483	0	8	2	  6.7	  0.0 
484	0	8	3	  6.8	  0.0 
485	0	8	4	  4.8	  0.0 
486	0	8	5	  7.2	  0.0 
487	0	8	6	  5.8	  0.0 
488	0	8	7	  7.0	  0.0 
489	0	8	8	 16.5	  0.0 
490	0	8	9	 15.3	  0.0 
491	0	8	10	 12.6	  0.0 
492	0	8	11	 12.4	  0.0 
493	0	8	12	 11.6	  0.0 
494	0	8	13	  9.2	  0.0 
495	0	8	14	  8.0	  0.0 
496	0	8	15	  5.7	  0.0 
497	0	8	16	  6.1	  0.0 
498	0	8	17	  6.2	  0.0 
499	0	8	18	  2.8	  0.0 
500	0	8	19	  3.7	  0.0 
501	0	8	20	  4.1	  0.0 
502	0	8	21	  4.4	  0.0 
503	0	8	22	  4.3	  0.0 
504	0	8	23	  3.8	  0.0 
505	0	8	24	  4.0	  0.0 
506	0	8	25	  5.8	  0.0 
507	0	8	26	  7.2	  0.0 
508	0	8	27	  6.7	  0.0 
509	0	8	28	  6.3	  0.0 
510	0	8	29	  4.1	  0.0 
511	0	8	30	  6.1	  0.0 
512	0	8	31	  4.0	  0.0 
513	0	8	32	  3.9	  0.0 
514	0	8	33	  3.3	  0.0 
515	0	8	34	  4.2	  0.0 
516	0	8	35	  4.6	  0.0 
517	0	8	36	  6.4	  0.0 
518	0	8	37	  6.6	  0.0 
519	0	8	38	  3.0	  0.0 
520	0	8	39	  5.2	  0.0 
521	0	8	40	  2.3	  0.0 
522	0	8	41	  5.1	  0.0 
523	0	8	42	  3.3	  0.0 
524	0	8	43	  4.8	  0.0 
525	0	8	44	  2.6	  0.0 
526	0	8	45	  3.5	  0.0 
527	0	8	46	  6.0	  0.0 
528	0	8	47	  7.6	  0.0 
529	0	8	48	  5.7	  0.0 
530	0	8	49	  6.2	  0.0 
531	0	8	50	  6.7	  0.0 
532	0	8	51	  8.1	  0.0 
533	0	8	52	  5.9	  0.0 
534	0	8	53	  4.2	  0.0 
535	0	8	54	  7.9	  0.0 
536	0	8	55	 11.7	  0.0 
537	0	8	56	  8.4	  0.0 
538	0	8	57	  8.6	  0.0 
539	0	8	58	 14.0	  0.0 
540	0	8	59	 15.1	  0.0 
541	0	9	0	 16.2	  0.0 
542	0	9	1	 23.5	  0.0 
543	0	9	2	 29.3	  0.0 
544	0	9	3	 66.7	  0.0 
545	0	9	4	130.6	  0.0 
546	0	9	5	 50.5	  0.0 
547	0	9	6	 68.0	  0.0 
548	0	9	7	 45.2	  0.0 
549	0	9	8	111.7	  0.0 
550	0	9	9	122.0	  0.0 
551	0	9	10	 51.0	  0.0 
552	0	9	11	 53.4	  0.0 
553	0	9	12	 60.4	  0.0 
554	0	9	13	 63.3	  0.0 
555	0	9	14	 60.5	  0.0 
556	0	9	15	108.6	  0.0 
557	0	9	16	 85.9	  0.0 
558	0	9	17	 64.4	  0.0 
559	0	9	18	 38.7	  0.0 
560	0	9	19	 77.1	  0.0 
561	0	9	20	 97.9	  0.0 
562	0	9	21	 55.3	  0.0 
563	0	9	22	 24.5	  0.0 
564	0	9	23	 38.7	  0.0 
565	0	9	24	 41.4	  0.0 
566	0	9	25	 60.1	  0.0 
567	0	9	26	131.4	  0.0 
568	0	9	27	102.9	  0.0 
569	0	9	28	 69.0	  0.0 
570	0	9	29	 58.7	  0.0 
571	0	9	30	 54.6	  0.0 
572	0	9	31	133.3	  0.0 
573	0	9	32	134.6	  0.0 
574	0	9	33	 37.0	  0.0 
575	0	9	34	 36.3	  0.0 
576	0	9	35	 41.0	  0.0 
577	0	9	36	 42.7	  0.0 
578	0	9	37	 33.4	  0.0 
579	0	9	38	 63.6	  0.0 
580	0	9	39	106.9	  0.0 
581	0	9	40	 70.4	  0.0 
582	0	9	41	 82.3	  0.0 
583	0	9	42	 89.5	  0.0 
584	0	9	43	120.2	  0.0 
585	0	9	44	 74.0	  0.0 
586	0	9	45	 23.8	  0.0 
587	0	9	46	 44.5	  0.0 
588	0	9	47	 35.6	  0.0 
589	0	9	48	 28.4	  0.0 
590	0	9	49	 27.4	  0.0 
591	0	9	50	 67.4	  0.0 
592	0	9	51	114.4	  0.0 
593	0	9	52	 83.8	  0.0 
594	0	9	53	 76.9	  0.0 
595	0	9	54	 71.0	  0.0 
596	0	9	55	146.8	  0.0 
597	0	9	56	 85.8	  0.0 
598	0	9	57	 34.8	  0.0 
599	0	9	58	 50.8	  0.0 
600	0	9	59	 46.9	  0.0 
601	0	10	0	 20.1	  0.0 
602	0	10	1	 31.3	  0.0 
603	0	10	2	 59.1	  0.0 
604	0	10	3	 96.4	  0.0 
605	0	10	4	 89.2	  0.0 
606	0	10	5	 62.2	  0.0 
607	0	10	6	 51.4	  0.0 
608	0	10	7	155.5	  0.0 
609	0	10	8	171.9	  0.0 
610	0	10	9	 55.9	  0.0 
611	0	10	10	 57.1	  0.0 
612	0	10	11	 97.0	  0.0 
613	0	10	12	 80.8	  0.0 
614	0	10	13	 84.0	  0.0 
615	0	10	14	 80.5	  0.0 
616	0	10	15	111.1	  0.0 
617	0	10	16	 90.3	  0.0 
618	0	10	17	 78.2	  0.0 
619	0	10	18	 61.5	  0.0 
620	0	10	19	154.2	  0.0 
621	0	10	20	146.1	  0.0 
622	0	10	21	 87.8	  0.0 
623	0	10	22	 82.1	  0.0 
624	0	10	23	 82.0	  0.0 
625	0	10	24	 47.3	  0.0 
626	0	10	25	 56.8	  0.0 
627	0	10	26	 41.9	  0.0 
628	0	10	27	106.2	  0.0 
629	0	10	28	132.2	  0.0 
630	0	10	29	 79.3	  0.0 
631	0	10	30	 65.8	  0.0 
632	0	10	31	145.7	  0.0 
633	0	10	32	151.8	  0.0 
634	0	10	33	 63.2	  0.0 
635	0	10	34	 33.5	  0.0 
636	0	10	35	 72.3	  0.0 
637	0	10	36	 71.4	  0.0 
638	0	10	37	 45.5	  0.0 
639	0	10	38	 60.2	  0.0 
640	0	10	39	117.6	  0.0 
641	0	10	40	100.6	  0.0 
642	0	10	41	 88.0	  0.0 
643	0	10	42	100.7	  0.0 
644	0	10	43	151.7	  0.0 
645	0	10	44	156.2	  0.0 
646	0	10	45	 64.8	  0.0 
647	0	10	46	 49.3	  0.0 
648	0	10	47	 68.8	  0.0 
649	0	10	48	103.0	  0.0 
650	0	10	49	 94.9	  0.0 
651	0	10	50	 65.9	  0.0 
652	0	10	51	111.0	  0.0 
653	0	10	52	163.2	  0.0 
654	0	10	53	138.3	  0.0 
655	0	10	54	 86.5	  0.0 
656	0	10	55	186.9	  0.0 
657	0	10	56	187.3	  0.0 
658	0	10	57	 80.8	  0.0 
659	0	10	58	 47.8	  0.0 
660	0	10	59	 78.7	  0.0 
661	0	11	0	 66.6	  0.0 
662	0	11	1	 39.4	  0.0 
663	0	11	2	 65.5	  0.0 
664	0	11	3	138.2	  0.0 
665	0	11	4	115.9	  0.0 
666	0	11	5	113.9	  0.0 
667	0	11	6	108.2	  0.0 
668	0	11	7	127.1	  0.0 
669	0	11	8	 84.3	  0.0 
670	0	11	9	 36.3	  0.0 
671	0	11	10	 46.0	  0.0 
672	0	11	11	 56.3	  0.0 
673	0	11	12	 63.8	  0.0 
674	0	11	13	 44.5	  0.0 
675	0	11	14	101.0	  0.0 
676	0	11	15	129.0	  0.0 
677	0	11	16	115.2	  0.0 
678	0	11	17	 68.5	  0.0 
679	0	11	18	 96.2	  0.0 
680	0	11	19	138.8	  0.0 
681	0	11	20	 83.3	  0.0 
682	0	11	21	 27.9	  0.0 
683	0	11	22	 34.6	  0.0 
684	0	11	23	 72.2	  0.0 
685	0	11	24	 59.9	  0.0 
686	0	11	25	 79.5	  0.0 
687	0	11	26	111.6	  0.0 
688	0	11	27	147.6	  0.0 
689	0	11	28	 89.6	  0.0 
690	0	11	29	 85.7	  0.0 
691	0	11	30	122.7	  0.0 
692	0	11	31	181.0	  0.0 
693	0	11	32	 94.8	  0.0 
694	0	11	33	 70.2	  0.0 
695	0	11	34	 87.2	  0.0 
696	0	11	35	 87.7	  0.0 
697	0	11	36	108.6	  0.0 
698	0	11	37	 96.2	  0.0 
699	0	11	38	118.0	  0.0 
700	0	11	39	166.9	  0.0 
701	0	11	40	118.4	  0.0 
702	0	11	41	 68.9	  0.0 
703	0	11	42	127.7	  0.0 
704	0	11	43	175.0	  0.0 
705	0	11	44	 70.4	  0.0 
706	0	11	45	 75.2	  0.0 
707	0	11	46	 44.9	  0.0 
708	0	11	47	 53.5	  0.0 
709	0	11	48	 61.8	  0.0 
710	0	11	49	 59.3	  0.0 
711	0	11	50	120.1	  0.0 
712	0	11	51	105.6	  0.0 
713	0	11	52	 92.8	  0.0 
714	0	11	53	 46.8	  0.0 
715	0	11	54	 86.9	  0.0 
716	0	11	55	144.4	  0.0 
