              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name: 
Subject No: 
Date of Birth: 
Subject Address: 
Operator:  
Date: 11:32:55 (29/9/2025)
DRT4 Serial Number: #3173
Comment: 
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   1/sec 
Time Constant: off 
Time Offset: 0.5 sec 
Time Offset: 0 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 	F2 
1	0	0	0	  5.1	  0.0 
2	0	0	1	  7.3	  0.0 
3	0	0	2	  2.0	  0.0 
4	0	0	3	  2.7	  0.0 
5	0	0	4	  6.8	  0.0 
6	0	0	5	  6.2	  0.0 
7	0	0	6	  2.8	  0.0 
8	0	0	7	  6.1	  0.0 
9	0	0	8	  7.4	  0.0 
10	0	0	9	  6.5	  0.0 
11	0	0	10	  8.3	  0.0 
12	0	0	11	 14.9	  0.0 
13	0	0	12	 16.5	  0.0 
14	0	0	13	 12.6	  0.0 
15	0	0	14	 14.1	  0.0 
16	0	0	15	 11.9	  0.0 
17	0	0	16	 15.3	  0.0 
18	0	0	17	 11.6	  0.0 
19	0	0	18	 12.5	  0.0 
20	0	0	19	  8.8	  0.0 
21	0	0	20	  7.6	  0.0 
22	0	0	21	  6.2	  0.0 
23	0	0	22	  6.4	  0.0 
24	0	0	23	  4.1	  0.0 
25	0	0	24	  4.7	  0.0 
26	0	0	25	  4.6	  0.0 
27	0	0	26	  4.6	  0.0 
28	0	0	27	  7.0	  0.0 
29	0	0	28	  3.1	  0.0 
30	0	0	29	  6.2	  0.0 
31	0	0	30	  5.0	  0.0 
32	0	0	31	  5.3	  0.0 
33	0	0	32	  5.9	  0.0 
34	0	0	33	  5.3	  0.0 
35	0	0	34	  6.5	  0.0 
36	0	0	35	  3.1	  0.0 
37	0	0	36	  4.4	  0.0 
38	0	0	37	  6.9	  0.0 
39	0	0	38	  7.4	  0.0 
40	0	0	39	  8.1	  0.0 
41	0	0	40	  4.0	  0.0 
42	0	0	41	  4.3	  0.0 
43	0	0	42	  8.3	  0.0 
44	0	0	43	  6.0	  0.0 
45	0	0	44	  8.2	  0.0 
46	0	0	45	  3.9	  0.0 
47	0	0	46	  5.4	  0.0 
48	0	0	47	  5.3	  0.0 
49	0	0	48	  3.3	  0.0 
50	0	0	49	  6.9	  0.0 
51	0	0	50	  2.5	  0.0 
52	0	0	51	  2.6	  0.0 
53	0	0	52	  5.5	  0.0 
54	0	0	53	  5.5	  0.0 
55	0	0	54	  7.2	  0.0 
56	0	0	55	  6.2	  0.0 
57	0	0	56	 11.8	  0.0 
58	0	0	57	 10.1	  0.0 
59	0	0	58	 10.7	  0.0 
60	0	0	59	 10.2	  0.0 
61	0	1	0	  4.8	  0.0 
62	0	1	1	 22.5	  0.0 
63	0	1	2	 17.8	  0.0 
64	0	1	3	  8.9	  0.0 
65	0	1	4	 32.0	  0.0 
66	0	1	5	 15.1	  0.0 
67	0	1	6	 43.6	  0.0 
68	0	1	7	 58.3	  0.0 
69	0	1	8	 25.0	  0.0 
70	0	1	9	 26.8	  0.0 
71	0	1	10	 41.0	  0.0 
72	0	1	11	 59.0	  0.0 
73	0	1	12	105.4	  0.0 
74	0	1	13	 75.3	  0.0 
75	0	1	14	 63.2	  0.0 
76	0	1	15	 46.8	  0.0 
77	0	1	16	 44.5	  0.0 
78	0	1	17	 36.1	  0.0 
79	0	1	18	 77.7	  0.0 
80	0	1	19	 46.4	  0.0 
81	0	1	20	 29.8	  0.0 
82	0	1	21	 28.6	  0.0 
83	0	1	22	 26.1	  0.0 
84	0	1	23	 27.3	  0.0 
85	0	1	24	 66.6	  0.0 
86	0	1	25	 54.0	  0.0 
87	0	1	26	 28.6	  0.0 
88	0	1	27	 26.1	  0.0 
89	0	1	28	 19.8	  0.0 
90	0	1	29	 42.9	  0.0 
91	0	1	30	 41.2	  0.0 
92	0	1	31	 43.0	  0.0 
93	0	1	32	 24.7	  0.0 
94	0	1	33	 21.4	  0.0 
95	0	1	34	 40.5	  0.0 
96	0	1	35	 51.4	  0.0 
97	0	1	36	164.8	  0.0 
98	0	1	37	 89.4	  0.0 
99	0	1	38	 20.4	  0.0 
100	0	1	39	 13.1	  0.0 
101	0	1	40	 13.7	  0.0 
102	0	1	41	 40.7	  0.0 
103	0	1	42	 33.7	  0.0 
104	0	1	43	 36.8	  0.0 
105	0	1	44	 19.5	  0.0 
106	0	1	45	 22.8	  0.0 
107	0	1	46	 34.3	  0.0 
108	0	1	47	 48.2	  0.0 
109	0	1	48	 80.0	  0.0 
110	0	1	49	 54.4	  0.0 
111	0	1	50	 25.1	  0.0 
112	0	1	51	 16.9	  0.0 
113	0	1	52	 15.6	  0.0 
114	0	1	53	 39.1	  0.0 
115	0	1	54	 45.4	  0.0 
116	0	1	55	 37.9	  0.0 
117	0	1	56	 21.5	  0.0 
118	0	1	57	 19.3	  0.0 
119	0	1	58	 36.5	  0.0 
120	0	1	59	 57.6	  0.0 
121	0	2	0	 73.0	  0.0 
122	0	2	1	 53.3	  0.0 
123	0	2	2	 22.8	  0.0 
124	0	2	3	 12.2	  0.0 
125	0	2	4	 11.5	  0.0 
126	0	2	5	 20.1	  0.0 
127	0	2	6	 49.7	  0.0 
128	0	2	7	 45.3	  0.0 
