              DRT4 Data File V2.0
============================================================

1) Subject Information
Subject Name: 
Subject No: 
Date of Birth: 
Subject Address: 
Operator:  
Date: 17:34:16 (8/10/2025)
DRT4 Serial Number: #3173
Comment: 

2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   1/sec 
Time Constant: off 
Time Offset: 0.5 sec 
Time Offset: 0 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2



4) Trace Data
No: 	Hour 	Min 	Sec 	F1 	F2 
674	0	11	13	 39.3	  0.0 
675	0	11	14	 34.2	  0.0 
676	0	11	15	 33.6	  0.0 
677	0	11	16	 43.3	  0.0 
678	0	11	17	 44.1	  0.0 
679	0	11	18	 44.1	  0.0 
680	0	11	19	 46.5	  0.0 
681	0	11	20	 43.6	  0.0 
682	0	11	21	 41.1	  0.0 
683	0	11	22	 34.7	  0.0 
684	0	11	23	 40.0	  0.0 
685	0	11	24	 34.0	  0.0 
686	0	11	25	 36.2	  0.0 
687	0	11	26	 36.9	  0.0 
688	0	11	27	 34.0	  0.0 
689	0	11	28	 28.0	  0.0 
690	0	11	29	 33.9	  0.0 
691	0	11	30	 38.6	  0.0 
692	0	11	31	 39.1	  0.0 
693	0	11	32	 35.4	  0.0 
694	0	11	33	 38.5	  0.0 
695	0	11	34	 17.6	  0.0 
696	0	11	35	 16.2	  0.0 
697	0	11	36	 17.9	  0.0 
698	0	11	37	 14.7	  0.0 
699	0	11	38	 44.5	  0.0 
700	0	11	39	 49.7	  0.0 
701	0	11	40	 75.1	  0.0 
702	0	11	41	 96.6	  0.0 
703	0	11	42	 58.9	  0.0 
704	0	11	43	 94.3	  0.0 
705	0	11	44	136.5	  0.0 
706	0	11	45	 72.3	  0.0 
707	0	11	46	 17.2	  0.0 
708	0	11	47	 16.4	  0.0 
709	0	11	48	 17.6	  0.0 
710	0	11	49	 28.8	  0.0 
711	0	11	50	 47.1	  0.0 
712	0	11	51	 33.1	  0.0 
713	0	11	52	 30.9	  0.0 
714	0	11	53	 38.1	  0.0 
715	0	11	54	 36.8	  0.0 
716	0	11	55	 29.4	  0.0 
717	0	11	56	 29.7	  0.0 
718	0	11	57	 34.6	  0.0 
719	0	11	58	 32.8	  0.0 
720	0	11	59	 34.0	  0.0 
721	0	12	0	 39.4	  0.0 
722	0	12	1	 34.9	  0.0 
723	0	12	2	 27.1	  0.0 
724	0	12	3	 31.2	  0.0 
725	0	12	4	 34.3	  0.0 
726	0	12	5	 37.5	  0.0 
727	0	12	6	 38.8	  0.0 
728	0	12	7	 34.2	  0.0 
729	0	12	8	 31.8	  0.0 
730	0	12	9	 32.3	  0.0 
731	0	12	10	 31.3	  0.0 
732	0	12	11	 42.9	  0.0 
733	0	12	12	 49.9	  0.0 
734	0	12	13	 44.7	  0.0 
735	0	12	14	 45.6	  0.0 
736	0	12	15	 38.3	  0.0 
737	0	12	16	 41.7	  0.0 
738	0	12	17	 31.6	  0.0 
739	0	12	18	 30.8	  0.0 
740	0	12	19	 32.7	  0.0 
741	0	12	20	 43.7	  0.0 
742	0	12	21	 39.2	  0.0 
743	0	12	22	 39.0	  0.0 
744	0	12	23	 31.1	  0.0 
745	0	12	24	 38.2	  0.0 
746	0	12	25	 43.4	  0.0 
747	0	12	26	 36.9	  0.0 
748	0	12	27	 39.6	  0.0 
749	0	12	28	 38.4	  0.0 
750	0	12	29	 38.2	  0.0 
751	0	12	30	 38.9	  0.0 
752	0	12	31	 37.9	  0.0 
753	0	12	32	 40.8	  0.0 
754	0	12	33	 38.2	  0.0 
755	0	12	34	 39.0	  0.0 
756	0	12	35	 38.5	  0.0 
757	0	12	36	 38.7	  0.0 
758	0	12	37	 35.7	  0.0 
759	0	12	38	 37.6	  0.0 
760	0	12	39	 42.0	  0.0 
761	0	12	40	 41.3	  0.0 
762	0	12	41	 45.4	  0.0 
763	0	12	42	 41.1	  0.0 
764	0	12	43	 41.9	  0.0 
765	0	12	44	 40.0	  0.0 
766	0	12	45	 53.3	  0.0 
767	0	12	46	 58.7	  0.0 
768	0	12	47	 78.0	  0.0 
769	0	12	48	 78.7	  0.0 
770	0	12	49	 83.1	  0.0 
771	0	12	50	 87.8	  0.0 
772	0	12	51	 86.9	  0.0 
773	0	12	52	 49.6	  0.0 
774	0	12	53	 37.7	  0.0 
775	0	12	54	 44.0	  0.0 
776	0	12	55	 53.6	  0.0 
777	0	12	56	 50.6	  0.0 
778	0	12	57	 59.3	  0.0 
779	0	12	58	 56.6	  0.0 
780	0	12	59	 65.8	  0.0 
781	0	13	0	 70.8	  0.0 
782	0	13	1	 91.3	  0.0 
783	0	13	2	116.8	  0.0 
784	0	13	3	 68.5	  0.0 
785	0	13	4	 47.6	  0.0 
786	0	13	5	 54.0	  0.0 
787	0	13	6	 38.2	  0.0 
788	0	13	7	 37.2	  0.0 
789	0	13	8	 42.1	  0.0 
790	0	13	9	 49.9	  0.0 
791	0	13	10	 42.8	  0.0 
792	0	13	11	 60.3	  0.0 
793	0	13	12	 66.9	  0.0 
794	0	13	13	 97.3	  0.0 
795	0	13	14	121.8	  0.0 
796	0	13	15	 79.7	  0.0 
797	0	13	16	 40.6	  0.0 
798	0	13	17	 47.0	  0.0 
799	0	13	18	 38.3	  0.0 
800	0	13	19	 76.1	  0.0 
801	0	13	20	 51.2	  0.0 
802	0	13	21	 60.0	  0.0 
803	0	13	22	 61.4	  0.0 
804	0	13	23	 64.9	  0.0 
805	0	13	24	 75.6	  0.0 
806	0	13	25	 81.4	  0.0 
807	0	13	26	 90.6	  0.0 
808	0	13	27	 89.8	  0.0 
809	0	13	28	 40.4	  0.0 
810	0	13	29	 39.4	  0.0 
811	0	13	30	 51.1	  0.0 
812	0	13	31	 44.4	  0.0 
813	0	13	32	 48.1	  0.0 
814	0	13	33	 58.1	  0.0 
815	0	13	34	 66.2	  0.0 
816	0	13	35	 69.6	  0.0 
817	0	13	36	 86.0	  0.0 
818	0	13	37	 94.9	  0.0 
819	0	13	38	104.8	  0.0 
820	0	13	39	179.1	  0.0 
821	0	13	40	 85.0	  0.0 
822	0	13	41	 45.9	  0.0 
823	0	13	42	 23.5	  0.0 
824	0	13	43	 32.3	  0.0 
825	0	13	44	 26.2	  0.0 
826	0	13	45	 59.9	  0.0 
827	0	13	46	 44.5	  0.0 
828	0	13	47	 49.6	  0.0 
829	0	13	48	 38.0	  0.0 
830	0	13	49	 42.4	  0.0 
831	0	13	50	 56.0	  0.0 
832	0	13	51	 82.3	  0.0 
833	0	13	52	 98.2	  0.0 
834	0	13	53	 37.4	  0.0 
835	0	13	54	 34.2	  0.0 
836	0	13	55	 22.3	  0.0 
837	0	13	56	 26.9	  0.0 
838	0	13	57	 20.8	  0.0 
839	0	13	58	 54.7	  0.0 
840	0	13	59	 53.0	  0.0 
841	0	14	0	 55.8	  0.0 
842	0	14	1	 52.7	  0.0 
843	0	14	2	 55.2	  0.0 
844	0	14	3	 83.8	  0.0 
845	0	14	4	135.8	  0.0 
846	0	14	5	 53.7	  0.0 
847	0	14	6	 26.4	  0.0 
848	0	14	7	 16.7	  0.0 
849	0	14	8	 18.7	  0.0 
850	0	14	9	 15.4	  0.0 
851	0	14	10	 37.6	  0.0 
852	0	14	11	 49.5	  0.0 
853	0	14	12	 37.8	  0.0 
854	0	14	13	 34.9	  0.0 
855	0	14	14	 46.2	  0.0 
856	0	14	15	 81.6	  0.0 
857	0	14	16	134.6	  0.0 
858	0	14	17	 74.9	  0.0 
859	0	14	18	 64.9	  0.0 
860	0	14	19	 74.8	  0.0 
861	0	14	20	 30.7	  0.0 
862	0	14	21	 19.2	  0.0 
863	0	14	22	 46.3	  0.0 
864	0	14	23	 45.9	  0.0 
865	0	14	24	 34.9	  0.0 
866	0	14	25	 43.5	  0.0 
867	0	14	26	 56.0	  0.0 
868	0	14	27	128.0	  0.0 
869	0	14	28	 86.8	  0.0 
870	0	14	29	 66.1	  0.0 
871	0	14	30	 55.0	  0.0 
872	0	14	31	 17.6	  0.0 
873	0	14	32	 22.8	  0.0 
874	0	14	33	 12.2	  0.0 
875	0	14	34	105.5	  0.0 
876	0	14	35	 63.8	  0.0 
877	0	14	36	 65.9	  0.0 
878	0	14	37	 74.1	  0.0 
879	0	14	38	 58.5	  0.0 
880	0	14	39	127.8	  0.0 
881	0	14	40	132.9	  0.0 
882	0	14	41	 66.3	  0.0 
883	0	14	42	 24.3	  0.0 
884	0	14	43	 19.8	  0.0 
885	0	14	44	 29.5	  0.0 
886	0	14	45	 40.5	  0.0 
887	0	14	46	 50.3	  0.0 
888	0	14	47	 50.4	  0.0 
889	0	14	48	 53.3	  0.0 
890	0	14	49	 50.5	  0.0 
891	0	14	50	 59.2	  0.0 
892	0	14	51	 81.6	  0.0 
893	0	14	52	140.7	  0.0 
894	0	14	53	 46.4	  0.0 
895	0	14	54	 53.0	  0.0 
896	0	14	55	 39.5	  0.0 
897	0	14	56	 66.2	  0.0 
898	0	14	57	 63.1	  0.0 
899	0	14	58	 62.8	  0.0 
900	0	14	59	 56.5	  0.0 
901	0	15	0	 67.8	  0.0 
902	0	15	1	 94.1	  0.0 
903	0	15	2	 90.4	  0.0 
904	0	15	3	 70.5	  0.0 
905	0	15	4	109.1	  0.0 
906	0	15	5	116.0	  0.0 
907	0	15	6	 38.8	  0.0 
908	0	15	7	 19.7	  0.0 
909	0	15	8	 21.7	  0.0 
910	0	15	9	 26.5	  0.0 
911	0	15	10	 40.9	  0.0 
912	0	15	11	 49.4	  0.0 
913	0	15	12	 68.3	  0.0 
914	0	15	13	 79.5	  0.0 
915	0	15	14	 79.4	  0.0 
916	0	15	15	152.4	  0.0 
917	0	15	16	137.2	  0.0 
918	0	15	17	 55.1	  0.0 
919	0	15	18	 18.4	  0.0 
920	0	15	19	 18.0	  0.0 
921	0	15	20	 18.1	  0.0 
922	0	15	21	 12.0	  0.0 
923	0	15	22	 41.6	  0.0 
924	0	15	23	 45.5	  0.0 
925	0	15	24	 67.0	  0.0 
926	0	15	25	103.0	  0.0 
927	0	15	26	 61.2	  0.0 
928	0	15	27	 80.7	  0.0 
929	0	15	28	130.3	  0.0 
930	0	15	29	 96.0	  0.0 
931	0	15	30	 23.4	  0.0 
932	0	15	31	 15.5	  0.0 
933	0	15	32	 15.3	  0.0 
934	0	15	33	 25.9	  0.0 
935	0	15	34	 43.5	  0.0 
936	0	15	35	 38.6	  0.0 
937	0	15	36	 31.6	  0.0 
938	0	15	37	 35.8	  0.0 
939	0	15	38	 36.2	  0.0 
940	0	15	39	 32.1	  0.0 
941	0	15	40	 29.1	  0.0 
942	0	15	41	 34.7	  0.0 
943	0	15	42	 32.5	  0.0 
944	0	15	43	 32.8	  0.0 
945	0	15	44	 38.6	  0.0 
946	0	15	45	 35.9	  0.0 
947	0	15	46	 29.8	  0.0 
948	0	15	47	 28.9	  0.0 
949	0	15	48	 34.4	  0.0 
950	0	15	49	 36.7	  0.0 
951	0	15	50	 38.8	  0.0 
952	0	15	51	 36.0	  0.0 
953	0	15	52	 30.2	  0.0 
954	0	15	53	 33.3	  0.0 
955	0	15	54	 31.0	  0.0 
956	0	15	55	 38.2	  0.0 
957	0	15	56	 50.2	  0.0 
958	0	15	57	 46.8	  0.0 
959	0	15	58	 45.0	  0.0 
960	0	15	59	 40.5	  0.0 
