              DRT4 Data File V2.0
============================================================

1) Subject Information
Subject Name: 
Subject No: 
Date of Birth: 
Subject Address: 
Operator:  
Date: 16:21:02 (8/10/2025)
DRT4 Serial Number: #3173
Comment: 

2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   1/sec 
Time Constant: off 
Time Offset: 0.5 sec 
Time Offset: 0 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2



4) Trace Data
No: 	Hour 	Min 	Sec 	F1 	F2 
640	0	10	39	 72.8	  0.0 
641	0	10	40	120.4	  0.0 
642	0	10	41	107.1	  0.0 
643	0	10	42	 70.3	  0.0 
644	0	10	43	 84.7	  0.0 
645	0	10	44	 79.9	  0.0 
646	0	10	45	 46.2	  0.0 
647	0	10	46	 32.4	  0.0 
648	0	10	47	 36.3	  0.0 
649	0	10	48	 46.9	  0.0 
650	0	10	49	 36.8	  0.0 
651	0	10	50	 33.2	  0.0 
652	0	10	51	 66.8	  0.0 
653	0	10	52	 37.9	  0.0 
654	0	10	53	 40.8	  0.0 
655	0	10	54	 37.6	  0.0 
656	0	10	55	 34.4	  0.0 
657	0	10	56	 43.9	  0.0 
658	0	10	57	 38.4	  0.0 
659	0	10	58	 21.6	  0.0 
660	0	10	59	 23.3	  0.0 
661	0	11	0	 18.8	  0.0 
662	0	11	1	 26.4	  0.0 
663	0	11	2	 23.3	  0.0 
664	0	11	3	 63.7	  0.0 
665	0	11	4	 77.5	  0.0 
666	0	11	5	 33.9	  0.0 
667	0	11	6	 37.4	  0.0 
668	0	11	7	 34.1	  0.0 
669	0	11	8	 39.0	  0.0 
670	0	11	9	 34.6	  0.0 
671	0	11	10	 24.0	  0.0 
672	0	11	11	 17.7	  0.0 
673	0	11	12	 24.8	  0.0 
674	0	11	13	 22.4	  0.0 
675	0	11	14	 29.6	  0.0 
676	0	11	15	 70.8	  0.0 
677	0	11	16	 55.5	  0.0 
678	0	11	17	 33.4	  0.0 
679	0	11	18	 56.2	  0.0 
680	0	11	19	 40.4	  0.0 
681	0	11	20	 74.8	  0.0 
682	0	11	21	 40.7	  0.0 
683	0	11	22	 24.7	  0.0 
684	0	11	23	 20.2	  0.0 
685	0	11	24	 20.8	  0.0 
686	0	11	25	 20.1	  0.0 
687	0	11	26	 30.2	  0.0 
688	0	11	27	 48.3	  0.0 
689	0	11	28	 80.5	  0.0 
690	0	11	29	 39.1	  0.0 
691	0	11	30	 41.9	  0.0 
692	0	11	31	 30.3	  0.0 
693	0	11	32	 46.7	  0.0 
694	0	11	33	 48.8	  0.0 
695	0	11	34	 22.0	  0.0 
696	0	11	35	 19.9	  0.0 
697	0	11	36	 15.9	  0.0 
698	0	11	37	 12.1	  0.0 
699	0	11	38	 21.8	  0.0 
700	0	11	39	 45.6	  0.0 
701	0	11	40	 20.4	  0.0 
702	0	11	41	 17.4	  0.0 
703	0	11	42	 29.6	  0.0 
704	0	11	43	 37.3	  0.0 
705	0	11	44	 33.2	  0.0 
706	0	11	45	 34.8	  0.0 
707	0	11	46	 28.0	  0.0 
708	0	11	47	 29.2	  0.0 
709	0	11	48	 17.7	  0.0 
710	0	11	49	 20.3	  0.0 
711	0	11	50	 28.6	  0.0 
712	0	11	51	 49.6	  0.0 
713	0	11	52	 39.1	  0.0 
714	0	11	53	 36.2	  0.0 
715	0	11	54	 43.5	  0.0 
716	0	11	55	 36.7	  0.0 
717	0	11	56	 52.7	  0.0 
718	0	11	57	 21.8	  0.0 
719	0	11	58	 14.0	  0.0 
720	0	11	59	 13.5	  0.0 
721	0	12	0	  7.7	  0.0 
722	0	12	1	 18.6	  0.0 
723	0	12	2	 29.0	  0.0 
724	0	12	3	 39.7	  0.0 
725	0	12	4	 20.1	  0.0 
726	0	12	5	 27.5	  0.0 
727	0	12	6	 16.4	  0.0 
728	0	12	7	 16.5	  0.0 
729	0	12	8	 20.3	  0.0 
730	0	12	9	 28.6	  0.0 
731	0	12	10	 22.5	  0.0 
732	0	12	11	 21.0	  0.0 
733	0	12	12	 14.8	  0.0 
734	0	12	13	 12.2	  0.0 
735	0	12	14	 16.8	  0.0 
736	0	12	15	 22.8	  0.0 
737	0	12	16	 22.5	  0.0 
738	0	12	17	 77.2	  0.0 
739	0	12	18	 24.2	  0.0 
740	0	12	19	 56.4	  0.0 
741	0	12	20	 24.6	  0.0 
742	0	12	21	 33.9	  0.0 
743	0	12	22	 30.8	  0.0 
744	0	12	23	 27.0	  0.0 
745	0	12	24	 25.2	  0.0 
746	0	12	25	 11.6	  0.0 
747	0	12	26	 19.8	  0.0 
748	0	12	27	 23.8	  0.0 
749	0	12	28	 20.4	  0.0 
750	0	12	29	 19.6	  0.0 
751	0	12	30	 17.7	  0.0 
752	0	12	31	 20.9	  0.0 
753	0	12	32	 23.2	  0.0 
754	0	12	33	 22.3	  0.0 
755	0	12	34	 36.2	  0.0 
756	0	12	35	 56.4	  0.0 
757	0	12	36	 37.3	  0.0 
758	0	12	37	 19.4	  0.0 
759	0	12	38	 15.2	  0.0 
760	0	12	39	 18.7	  0.0 
761	0	12	40	 11.9	  0.0 
762	0	12	41	  8.1	  0.0 
763	0	12	42	 49.8	  0.0 
764	0	12	43	 35.5	  0.0 
765	0	12	44	 35.9	  0.0 
766	0	12	45	 59.8	  0.0 
767	0	12	46	 26.7	  0.0 
768	0	12	47	 30.4	  0.0 
769	0	12	48	 28.7	  0.0 
770	0	12	49	 22.0	  0.0 
771	0	12	50	 38.5	  0.0 
772	0	12	51	 69.1	  0.0 
773	0	12	52	 26.3	  0.0 
774	0	12	53	 53.3	  0.0 
775	0	12	54	 49.7	  0.0 
776	0	12	55	 24.3	  0.0 
777	0	12	56	 21.2	  0.0 
778	0	12	57	 31.7	  0.0 
779	0	12	58	 46.4	  0.0 
780	0	12	59	 64.8	  0.0 
781	0	13	0	 14.9	  0.0 
782	0	13	1	 14.4	  0.0 
783	0	13	2	 23.0	  0.0 
784	0	13	3	 25.2	  0.0 
785	0	13	4	 17.8	  0.0 
786	0	13	5	 40.5	  0.0 
787	0	13	6	 54.0	  0.0 
788	0	13	7	 35.6	  0.0 
789	0	13	8	 15.9	  0.0 
790	0	13	9	 22.5	  0.0 
791	0	13	10	 17.8	  0.0 
792	0	13	11	 18.0	  0.0 
793	0	13	12	 18.2	  0.0 
794	0	13	13	 26.2	  0.0 
795	0	13	14	 30.1	  0.0 
796	0	13	15	 41.1	  0.0 
797	0	13	16	 51.4	  0.0 
798	0	13	17	 49.1	  0.0 
799	0	13	18	 59.3	  0.0 
800	0	13	19	 31.2	  0.0 
801	0	13	20	 16.4	  0.0 
802	0	13	21	 26.5	  0.0 
803	0	13	22	 38.3	  0.0 
804	0	13	23	 23.8	  0.0 
805	0	13	24	 32.2	  0.0 
806	0	13	25	 41.3	  0.0 
807	0	13	26	 37.4	  0.0 
808	0	13	27	 54.9	  0.0 
809	0	13	28	 31.7	  0.0 
810	0	13	29	 34.6	  0.0 
811	0	13	30	 49.7	  0.0 
812	0	13	31	 32.9	  0.0 
813	0	13	32	 36.3	  0.0 
814	0	13	33	 66.6	  0.0 
815	0	13	34	 70.8	  0.0 
816	0	13	35	 28.0	  0.0 
817	0	13	36	 24.5	  0.0 
818	0	13	37	 34.4	  0.0 
819	0	13	38	 56.2	  0.0 
820	0	13	39	 42.6	  0.0 
821	0	13	40	 53.3	  0.0 
822	0	13	41	 28.8	  0.0 
823	0	13	42	 13.5	  0.0 
824	0	13	43	 17.8	  0.0 
825	0	13	44	  8.6	  0.0 
826	0	13	45	  9.1	  0.0 
827	0	13	46	 25.6	  0.0 
828	0	13	47	 43.6	  0.0 
829	0	13	48	 23.6	  0.0 
830	0	13	49	 18.1	  0.0 
831	0	13	50	 27.1	  0.0 
832	0	13	51	 14.6	  0.0 
833	0	13	52	 20.8	  0.0 
834	0	13	53	 20.7	  0.0 
835	0	13	54	 32.3	  0.0 
836	0	13	55	 19.1	  0.0 
837	0	13	56	 14.7	  0.0 
838	0	13	57	 15.2	  0.0 
839	0	13	58	 13.6	  0.0 
840	0	13	59	 22.4	  0.0 
841	0	14	0	 16.2	  0.0 
842	0	14	1	 73.4	  0.0 
843	0	14	2	 32.9	  0.0 
844	0	14	3	 48.6	  0.0 
845	0	14	4	 30.8	  0.0 
846	0	14	5	 32.1	  0.0 
847	0	14	6	 32.2	  0.0 
848	0	14	7	 27.4	  0.0 
849	0	14	8	 29.6	  0.0 
850	0	14	9	 13.2	  0.0 
851	0	14	10	 17.4	  0.0 
852	0	14	11	 22.8	  0.0 
853	0	14	12	 21.1	  0.0 
854	0	14	13	 22.1	  0.0 
855	0	14	14	 15.5	  0.0 
856	0	14	15	 20.0	  0.0 
857	0	14	16	 19.0	  0.0 
858	0	14	17	 26.5	  0.0 
859	0	14	18	 26.5	  0.0 
860	0	14	19	 53.7	  0.0 
861	0	14	20	 50.3	  0.0 
862	0	14	21	 21.9	  0.0 
863	0	14	22	 11.0	  0.0 
864	0	14	23	 21.5	  0.0 
865	0	14	24	 15.5	  0.0 
866	0	14	25	  8.2	  0.0 
867	0	14	26	 33.0	  0.0 
868	0	14	27	 42.8	  0.0 
869	0	14	28	 34.3	  0.0 
870	0	14	29	 53.5	  0.0 
871	0	14	30	 55.4	  0.0 
872	0	14	31	 51.4	  0.0 
873	0	14	32	 42.2	  0.0 
874	0	14	33	 18.9	  0.0 
875	0	14	34	 14.2	  0.0 
876	0	14	35	 11.4	  0.0 
877	0	14	36	 12.4	  0.0 
878	0	14	37	 15.1	  0.0 
879	0	14	38	 17.2	  0.0 
880	0	14	39	 28.1	  0.0 
881	0	14	40	 24.5	  0.0 
882	0	14	41	 15.3	  0.0 
883	0	14	42	 14.5	  0.0 
884	0	14	43	 16.2	  0.0 
885	0	14	44	 14.5	  0.0 
886	0	14	45	  5.2	  0.0 
887	0	14	46	  8.0	  0.0 
888	0	14	47	 22.1	  0.0 
889	0	14	48	 10.9	  0.0 
890	0	14	49	  9.9	  0.0 
891	0	14	50	 21.9	  0.0 
892	0	14	51	  7.3	  0.0 
893	0	14	52	  3.7	  0.0 
894	0	14	53	  4.4	  0.0 
895	0	14	54	  4.8	  0.0 
896	0	14	55	  2.9	  0.0 
897	0	14	56	  3.1	  0.0 
898	0	14	57	  3.2	  0.0 
899	0	14	58	  5.3	  0.0 
900	0	14	59	 10.5	  0.0 
901	0	15	0	  5.3	  0.0 
902	0	15	1	 11.7	  0.0 
903	0	15	2	 18.6	  0.0 
904	0	15	3	  2.9	  0.0 
905	0	15	4	  7.0	  0.0 
906	0	15	5	  5.8	  0.0 
907	0	15	6	 34.5	  0.0 
908	0	15	7	 20.9	  0.0 
909	0	15	8	 52.0	  0.0 
910	0	15	9	 27.1	  0.0 
911	0	15	10	 40.0	  0.0 
912	0	15	11	 23.3	  0.0 
913	0	15	12	 29.1	  0.0 
914	0	15	13	 24.0	  0.0 
915	0	15	14	 15.2	  0.0 
916	0	15	15	 15.2	  0.0 
917	0	15	16	 23.5	  0.0 
918	0	15	17	 15.7	  0.0 
919	0	15	18	 23.3	  0.0 
920	0	15	19	 14.4	  0.0 
921	0	15	20	 41.4	  0.0 
922	0	15	21	 73.7	  0.0 
923	0	15	22	 55.5	  0.0 
924	0	15	23	 60.9	  0.0 
925	0	15	24	 53.0	  0.0 
926	0	15	25	 62.4	  0.0 
927	0	15	26	 82.8	  0.0 
928	0	15	27	 52.0	  0.0 
929	0	15	28	 47.4	  0.0 
930	0	15	29	 38.0	  0.0 
931	0	15	30	 33.6	  0.0 
932	0	15	31	 23.9	  0.0 
933	0	15	32	 43.1	  0.0 
934	0	15	33	 63.1	  0.0 
935	0	15	34	 79.1	  0.0 
936	0	15	35	 85.8	  0.0 
937	0	15	36	 82.0	  0.0 
938	0	15	37	 52.2	  0.0 
939	0	15	38	 38.3	  0.0 
940	0	15	39	 27.7	  0.0 
941	0	15	40	 69.4	  0.0 
942	0	15	41	 99.7	  0.0 
943	0	15	42	111.8	  0.0 
944	0	15	43	 75.0	  0.0 
945	0	15	44	 22.9	  0.0 
946	0	15	45	 21.8	  0.0 
947	0	15	46	 17.4	  0.0 
948	0	15	47	 26.2	  0.0 
949	0	15	48	 24.0	  0.0 
950	0	15	49	 13.3	  0.0 
951	0	15	50	 10.8	  0.0 
952	0	15	51	 43.0	  0.0 
953	0	15	52	 44.3	  0.0 
954	0	15	53	 37.4	  0.0 
955	0	15	54	 40.4	  0.0 
956	0	15	55	 30.0	  0.0 
957	0	15	56	 38.3	  0.0 
958	0	15	57	 48.7	  0.0 
959	0	15	58	 29.7	  0.0 
960	0	15	59	 52.7	  0.0 
